key,value
name,Haiti - Statistical discrepancy of GDP by economic activity [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Statistical discrepancy of GDP by economic activity [2216]
description,Sectoral GDP: Statistical discrepancy of GDP by economic activity
category,Economic
type,GDP
file,gdp-sec--discrep_hti_cepalstat.csv
filehash,72d402599608aad9346365e1334560cafe7e5352
columns,"year,value,source,notes"
