year,value,source,notes
1990,-885790500,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,-1011650100,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,-1057983900,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,-1157337400,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,-1183487300,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,-1145543300,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,-1149463700,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,-1159276800,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,-1095886400,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,-1012796000,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,-903508600,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,-789071500,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,-686238400,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,-661327000,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,-462131300,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,-3300,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,211676600,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,369631800,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,672889200,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,952152500,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,1102982300,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,1093711500,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,1115605000,CEPALStat: 733,"CEPALStat: 6432,6495"
