year,value,source,notes
2002,466165514,Economic Commission for Latin America and the Caribbean,
2003,480754254,Economic Commission for Latin America and the Caribbean,
2004,487839757,Economic Commission for Latin America and the Caribbean,
2005,514488673,Economic Commission for Latin America and the Caribbean,
2006,535685626,Economic Commission for Latin America and the Caribbean,
2007,567736917,Economic Commission for Latin America and the Caribbean,
2008,571503710,Economic Commission for Latin America and the Caribbean,
2009,582121819,Economic Commission for Latin America and the Caribbean,
2010,576128342,Economic Commission for Latin America and the Caribbean,
2011,570036658,Economic Commission for Latin America and the Caribbean,
2012,585317785,Economic Commission for Latin America and the Caribbean,
