year,value,source,notes
2000,14776315,Economic Commission for Latin America and the Caribbean,
2001,14478437,Economic Commission for Latin America and the Caribbean,
2002,16359018,Economic Commission for Latin America and the Caribbean,
2003,16287645,Economic Commission for Latin America and the Caribbean,
2004,17140594,Economic Commission for Latin America and the Caribbean,
2005,20456864,Economic Commission for Latin America and the Caribbean,
2006,23116947,Economic Commission for Latin America and the Caribbean,
2007,25121127,Economic Commission for Latin America and the Caribbean,
2008,27516732,Economic Commission for Latin America and the Caribbean,
2009,29878602,Economic Commission for Latin America and the Caribbean,
2010,32561307,Economic Commission for Latin America and the Caribbean,
2011,33082317,Economic Commission for Latin America and the Caribbean,
2012,32776448,Economic Commission for Latin America and the Caribbean,
