year,value,source,notes
1997,262816757,Economic Commission for Latin America and the Caribbean,
1998,265647738,Economic Commission for Latin America and the Caribbean,
1999,254191250,Economic Commission for Latin America and the Caribbean,
2000,308898999,Economic Commission for Latin America and the Caribbean,
2001,305129267,Economic Commission for Latin America and the Caribbean,
2002,325330078,Economic Commission for Latin America and the Caribbean,
2003,305870644,Economic Commission for Latin America and the Caribbean,
2004,328736486,Economic Commission for Latin America and the Caribbean,
2005,324899000,Economic Commission for Latin America and the Caribbean,
2006,327985289,Economic Commission for Latin America and the Caribbean,
2007,277538250,Economic Commission for Latin America and the Caribbean,
2008,278414156,Economic Commission for Latin America and the Caribbean,
2009,282504005,Economic Commission for Latin America and the Caribbean,
2010,274648352,Economic Commission for Latin America and the Caribbean,
2011,290434287,Economic Commission for Latin America and the Caribbean,
2012,295410843,Economic Commission for Latin America and the Caribbean,
