year,value,source,notes
2000,42065703,Economic Commission for Latin America and the Caribbean,
2001,50043682,Economic Commission for Latin America and the Caribbean,
2002,53877256,Economic Commission for Latin America and the Caribbean,
2003,61129963,Economic Commission for Latin America and the Caribbean,
2004,62010649,Economic Commission for Latin America and the Caribbean,
2005,71750000,Economic Commission for Latin America and the Caribbean,
2006,76775090,Economic Commission for Latin America and the Caribbean,
2007,91591335,Economic Commission for Latin America and the Caribbean,
2008,87239711,Economic Commission for Latin America and the Caribbean,
2009,90088989,Economic Commission for Latin America and the Caribbean,
2010,93277798,Economic Commission for Latin America and the Caribbean,
2011,96012369,Economic Commission for Latin America and the Caribbean,
2012,101253905,Economic Commission for Latin America and the Caribbean,
