key,value
name,"Dominica - Wholesale and retail trade, and repair of goods [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Wholesale and retail trade, and repair of goods [2216]"
description,"Sectoral GDP: Wholesale and retail trade, and repair of goods"
category,Economic
type,GDP
file,gdp-sec--wrtrg_dma_cepalstat.csv
filehash,c174eca8db3b1d418a34792a8ec34bbcbdc43fdb
columns,"year,value,source,notes"
