year,value,source,notes
2002,1856512283,Economic Commission for Latin America and the Caribbean,
2003,1887375643,Economic Commission for Latin America and the Caribbean,
2004,1916028096,Economic Commission for Latin America and the Caribbean,
2005,1944422880,Economic Commission for Latin America and the Caribbean,
2006,1989172426,Economic Commission for Latin America and the Caribbean,
2007,2016201090,Economic Commission for Latin America and the Caribbean,
2008,2006931613,Economic Commission for Latin America and the Caribbean,
2009,1933367263,Economic Commission for Latin America and the Caribbean,
2010,1859430549,Economic Commission for Latin America and the Caribbean,
2011,1865709879,Economic Commission for Latin America and the Caribbean,
2012,1835319719,Economic Commission for Latin America and the Caribbean,
