year,value,source,note
1990,1563768382,Economic Commission for Latin America and the Caribbean,
1991,1595125551,Economic Commission for Latin America and the Caribbean,
1992,1801988350,Economic Commission for Latin America and the Caribbean,
1993,1945392448,Economic Commission for Latin America and the Caribbean,
1994,1998069452,Economic Commission for Latin America and the Caribbean,
1995,2146462284,Economic Commission for Latin America and the Caribbean,
1996,2293359752,Economic Commission for Latin America and the Caribbean,
1997,2464107639,Economic Commission for Latin America and the Caribbean,
1998,2594292221,Economic Commission for Latin America and the Caribbean,
1999,2782293335,Economic Commission for Latin America and the Caribbean,
2000,2824414833,Economic Commission for Latin America and the Caribbean,
2001,2806319679,Economic Commission for Latin America and the Caribbean,
2002,2965469074,Economic Commission for Latin America and the Caribbean,
2003,2585734721,Economic Commission for Latin America and the Caribbean,
2004,2459018377,Economic Commission for Latin America and the Caribbean,
2005,2846744756,Economic Commission for Latin America and the Caribbean,
2006,3167066686,Economic Commission for Latin America and the Caribbean,
2007,3606301425,Economic Commission for Latin America and the Caribbean,
2008,3787529422,Economic Commission for Latin America and the Caribbean,
2009,3681446579,Economic Commission for Latin America and the Caribbean,
2010,4183247828,Economic Commission for Latin America and the Caribbean,
2011,4362025439,Economic Commission for Latin America and the Caribbean,
2012,4535324240,Economic Commission for Latin America and the Caribbean,
