key,value
name,"Dominica - Annual Gross Domestic Product (GDP) by activity: Wholesale and retail trade, and repair of goods [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Dominica: Wholesale and retail trade, and repair of goods"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/wrtrg/gdp-sec-wrtrg_dma_cepalstat.csv
filehash,80e65b966efaba7edd21a0219ac187db51475d96
category,Economy
type,GDP
columns,"year,value,source,notes"
