key,value
name,"Antigua and Barbuda - Wholesale and retail trade, and repair of goods [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Wholesale and retail trade, and repair of goods [2216]"
description,"Sectoral GDP: Wholesale and retail trade, and repair of goods"
category,Economic
type,GDP
file,gdp-sec--wrtrg_atg_cepalstat.csv
filehash,8568f835fd1d33f628c31dc58177dba8f06899ce
columns,"year,value,source,notes"
