year,value,source,notes
2000,56991418,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,51589497,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,52088850,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,60255730,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,61445292,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,71859259,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,82237066,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,84752688,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,85575954,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,72245364,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,70230352,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,84126015,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,76614117,CEPALStat: 733,"CEPALStat: 6432,6495"
