key,value
name,"Saint Vincent and The Grenadines - Wholesale and retail trade, and repair of goods [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Wholesale and retail trade, and repair of goods [2216]"
description,"Sectoral GDP: Wholesale and retail trade, and repair of goods"
category,Economic
type,GDP
file,gdp-sec--wrtrg_vct_cepalstat.csv
filehash,b985220d454946814ab87f35585de5667eaea2ab
columns,"year,value,source,notes"
