key,value
name,"Barbados - Wholesale and retail trade, and repair of goods [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Wholesale and retail trade, and repair of goods [2216]"
description,"Sectoral GDP: Wholesale and retail trade, and repair of goods"
category,Economic
type,GDP
file,gdp-sec--wrtrg_brb_cepalstat.csv
filehash,1bfbd1e00b11754a2b2b2c3f15ff2ef1aff09182
columns,"year,value,source,notes"
