key,value
name,"Dominican Republic - Wholesale and retail trade, and repair of goods [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Wholesale and retail trade, and repair of goods [2216]"
description,"Sectoral GDP: Wholesale and retail trade, and repair of goods"
category,Economic
type,GDP
file,gdp-sec--wrtrg_dom_cepalstat.csv
filehash,f6617e37dd63ac2f1a05c14ecd2eb7ee01e05478
columns,"year,value,source,notes"
