year,value,source,notes
1990,301043955,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,282305326,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,259889022,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,266193608,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,282130199,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,282830708,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,292112459,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,317505928,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,356209078,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,327663316,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,332041500,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,321533858,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,325386660,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,338521213,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,359186243,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,378100000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,404369106,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,430813339,CEPALStat: 733,"CEPALStat: 6495,6432"
2008,427310792,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,407171144,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,416628022,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,416803149,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,418729550,CEPALStat: 733,"CEPALStat: 6432,6495"
