year,pinar-del-río,la-habana,ciudad-de-la-habana,matanzas,villa-clara,cienfuegos,sancti-spíritus,ciego-de-avila,camagüey,las-tunas,holguín,granma
1990.00,1088.20,289.20,1210.70,188.30,136.20,61.90,824,218.40,71.10,31.30,103.10,8.80
