key,value
name,Cuba - Water usage [SIDS RCM]
originalsource,SIDS RCM
proximatesource,SIDS RCM
dataset,Water usage
description,Water usage
category,Water
type,Reservoirs
file,water-usage_cub_sidsrcm.csv
filehash,95c7bc967e25f6132414a8af57fd8f06b361d67e
columns,"description,value"
