month,national,cades-bay,christian-valley,cobbs-cross,cochrane,renfrew,dunbars,codrington,coolidge,green-castle,jolly-hill
1995-01-01 00:00:00,28.45,37.846,39.116,49.02,31.75,31.50,,45.72,20.07,36.83,43.18
1995-02-01 00:00:00,73.91,56.896,70.612,31.50,18.034,36.83,,114.30,56.64,91.19,57.91
1995-03-01 00:00:00,68.83,40.132,88.392,49.78,38.099999999999994,40.89,,38.10,37.59,100.08,82.04
1995-04-01 00:00:00,51.56,16.509999999999998,25.654,2.54,43.18,70.61,,121.92,79.25,23.88,28.96
1995-05-01 00:00:00,52.07,53.08599999999999,34.036,29.21,16.764,42.42,,45.72,58.93,45.21,62.23
1995-06-01 00:00:00,20.57,11.937999999999999,47.751999999999995,21.34,19.049999999999997,15.49,,43.18,15.49,25.40,61.98
1995-07-01 00:00:00,63.25,99.314,86.36,159.00,41.401999999999994,54.36,,101.60,49.02,77.47,129.54
1995-08-01 00:00:00,286.00,284.988,223.774,356.11,292.86199999999997,175.01,,284.48,263.14,308.61,211.07
1995-09-01 00:00:00,373.13,405.384,344.424,82.30,414.27399999999994,382.52,,25.40,410.21,335.79,378.46
1995-10-01 00:00:00,169.93,123.95199999999998,99.05999999999999,63.25,144.78,120.40,,129.54,160.02,179.58,127.76
1995-11-01 00:00:00,71.37,62.483999999999995,44.196,106.68,50.546,82.30,,43.18,66.29,76.20,69.09
1995-12-01 00:00:00,80.26,90.932,92.456,106.68,65.78599999999999,42.67,,104.14,60.20,100.33,60.71
1996-01-01 00:00:00,59.69,67.30999999999999,56.388000000000005,73.91,36.068,64.77,,25.40,52.32,66.80,59.44
1996-02-01 00:00:00,54.86,71.374,81.788,25.15,59.181999999999995,35.81,,58.42,42.16,67.56,63.50
1996-03-01 00:00:00,21.08,36.321999999999996,27.178,60.71,18.287999999999997,17.53,,83.82,22.10,20.07,23.11
1996-04-01 00:00:00,60.45,261.62,122.68199999999999,39.88,22.86,38.35,,58.42,31.24,89.66,123.44
1996-05-01 00:00:00,61.72,139.95399999999998,62.230000000000004,113.54,43.687999999999995,37.85,,71.12,50.80,72.39,39.37
1996-06-01 00:00:00,110.24,106.17199999999998,117.85599999999998,78.99,102.362,101.60,,66.04,106.93,113.28,119.38
1996-07-01 00:00:00,161.54,118.87199999999999,187.96,66.29,112.77600000000001,116.33,,162.56,133.86,189.23,153.16
1996-08-01 00:00:00,102.36,102.616,82.296,97.28,98.806,83.31,,53.34,96.77,107.95,75.95
1996-09-01 00:00:00,73.15,125.73,64.77,120.40,71.11999999999999,58.93,,71.12,66.04,80.01,107.19
1996-10-01 00:00:00,117.35,103.63199999999999,119.88799999999999,157.73,111.252,100.08,,116.84,87.38,147.32,88.65
1996-11-01 00:00:00,104.39,180.08599999999998,220.47199999999998,85.09,117.85599999999998,168.91,,175.26,80.77,128.02,163.58
1996-12-01 00:00:00,229.36,181.10199999999998,176.276,85.09,141.224,194.31,,160.02,145.03,313.69,176.28
1997-01-01 00:00:00,63.25,95.50399999999999,92.71,113.79,83.566,98.55,,33.02,74.17,52.07,95.25
1997-02-01 00:00:00,120.65,131.57199999999997,133.60399999999998,119.38,113.792,86.61,,129.54,78.74,162.56,131.83
1997-03-01 00:00:00,16.76,40.132,37.083999999999996,41.91,28.701999999999995,37.08,,25.40,23.11,10.16,46.23
1997-04-01 00:00:00,60.45,169.164,54.102,52.32,52.324,35.05,,10.16,41.91,78.74,59.18
1997-05-01 00:00:00,66.29,64.77,66.03999999999999,18.29,56.13399999999999,66.55,,25.40,56.13,76.20,70.87
1997-06-01 00:00:00,53.85,44.958,40.132,96.77,13.462,45.21,,38.10,41.66,66.04,84.33
1997-07-01 00:00:00,106.43,128.26999999999998,87.37599999999999,78.99,95.50399999999999,81.03,,121.92,62.74,149.86,159.51
1997-08-01 00:00:00,146.56,146.04999999999998,97.282,65.02,18.287999999999997,38.61,,60.96,64.52,228.60,95.00
1997-09-01 00:00:00,148.34,102.10799999999999,102.10799999999999,133.10,56.641999999999996,147.07,,99.06,85.60,211.07,115.32
1997-10-01 00:00:00,125.22,117.09400000000001,133.85799999999998,51.31,93.98,96.52,,327.66,82.04,168.40,125.73
1997-11-01 00:00:00,47.75,35.306,62.230000000000004,69.34,35.81399999999999,66.29,,68.58,42.93,52.58,69.09
1997-12-01 00:00:00,43.18,55.88,45.974,69.34,96.52,55.88,,20.32,45.21,41.15,61.72
1998-01-01 00:00:00,84.84,133.096,157.48,29.46,149.606,134.62,,55.88,142.24,27.43,170.69
1998-02-01 00:00:00,55.88,27.178,25.654,30.23,54.864,54.10,,15.24,43.69,67.82,79.76
1998-03-01 00:00:00,44.96,72.39,81.28,125.98,35.559999999999995,39.88,,27.94,45.97,43.69,54.36
1998-04-01 00:00:00,97.79,55.372,106.67999999999999,63.75,72.898,80.26,,43.18,79.76,115.57,148.08
1998-05-01 00:00:00,47.24,68.072,70.35799999999999,77.47,60.959999999999994,51.82,,73.66,50.04,44.45,64.52
1998-06-01 00:00:00,72.14,70.10399999999998,90.16999999999999,84.58,90.678,72.39,,50.80,64.52,79.76,95.50
1998-07-01 00:00:00,67.31,93.21799999999999,91.44,132.08,82.80399999999999,70.10,,58.42,58.93,75.44,88.65
1998-08-01 00:00:00,151.64,124.96799999999999,172.72,198.12,171.70399999999998,98.30,,137.16,154.18,148.84,148.84
1998-09-01 00:00:00,195.07,236.474,310.896,238.00,157.226,230.63,,68.58,199.14,191.01,119.13
1998-10-01 00:00:00,162.81,182.118,227.32999999999996,154.94,280.41599999999994,199.90,,205.74,175.51,150.11,193.55
1998-11-01 00:00:00,212.85,148.58999999999997,189.992,184.66,229.87,205.99,,175.26,115.57,309.88,223.01
1998-12-01 00:00:00,182.88,159.25799999999998,195.83399999999997,184.66,182.118,179.07,,182.88,157.48,208.28,177.29
1999-01-01 00:00:00,65.79,84.32799999999999,108.204,44.70,80.518,65.28,,99.06,72.39,58.93,90.68
1999-02-01 00:00:00,40.13,21.59,49.784,10.67,47.244,46.74,,48.26,45.21,34.80,67.31
1999-03-01 00:00:00,50.55,67.30999999999999,146.04999999999998,75.69,22.86,50.55,,43.18,7.62,93.47,57.66
1999-04-01 00:00:00,102.62,55.626,76.708,30.99,87.884,127.51,,81.28,85.60,119.63,84.84
1999-05-01 00:00:00,75.95,7.112,27.686,81.03,174.75199999999998,63.50,,111.76,78.74,72.90,52.07
1999-06-01 00:00:00,90.68,111.50599999999999,50.291999999999994,191.01,76.19999999999999,91.19,,292.10,125.48,55.88,79.76
1999-07-01 00:00:00,147.57,242.31599999999997,177.79999999999998,79.76,160.78199999999998,141.99,,106.68,104.39,190.75,217.17
1999-08-01 00:00:00,58.42,99.822,39.624,110.24,64.008,57.15,,55.88,61.98,54.86,65.28
1999-09-01 00:00:00,102.62,178.308,189.48399999999998,164.59,154.432,106.43,,170.18,113.03,91.95,147.57
1999-10-01 00:00:00,184.15,191.76999999999998,618.49,427.99,228.09199999999998,212.34,,322.58,216.92,151.38,271.02
1999-11-01 00:00:00,531.11,413.512,778.764,90.42,612.9019999999999,586.99,,670.56,588.01,473.96,678.18
1999-12-01 00:00:00,76.96,74.422,169.164,90.42,141.224,78.49,,99.06,75.69,77.98,108.71
2000-01-01 00:00:00,54.10,90.678,73.15199999999999,69.09,43.687999999999995,88.14,,20.32,65.79,42.42,85.09
2000-02-01 00:00:00,96.27,59.43599999999999,57.657999999999994,24.89,61.467999999999996,59.18,,50.80,40.39,152.15,59.94
2000-03-01 00:00:00,36.07,13.208,23.114,55.12,23.875999999999998,33.27,,22.86,20.83,51.31,41.66
2000-04-01 00:00:00,77.22,56.13399999999999,95.758,61.98,62.230000000000004,59.18,,55.88,106.68,47.50,73.66
2000-05-01 00:00:00,51.82,41.65599999999999,122.17399999999998,32.00,29.971999999999998,21.59,,35.56,38.35,65.02,104.14
2000-06-01 00:00:00,38.10,34.036,56.13399999999999,64.52,45.72,53.09,,55.88,22.10,54.10,50.80
2000-07-01 00:00:00,51.56,55.626,119.126,113.54,41.65599999999999,47.75,,48.26,41.15,61.98,91.44
2000-08-01 00:00:00,104.90,139.95399999999998,112.014,153.16,108.204,94.49,,25.40,78.99,130.81,130.30
2000-09-01 00:00:00,180.34,170.688,178.816,73.91,184.658,133.10,,104.14,208.03,152.40,167.64
2000-10-01 00:00:00,44.70,29.717999999999996,52.832,95.50,24.383999999999997,25.40,,58.42,27.94,61.47,96.01
2000-11-01 00:00:00,97.28,98.55199999999999,422.148,47.50,82.55,78.49,,144.78,91.95,102.36,139.45
2000-12-01 00:00:00,60.45,43.687999999999995,68.58,47.50,52.06999999999999,53.34,,0.00,44.45,76.45,81.79
2001-01-01 00:00:00,30.23,45.211999999999996,40.64,21.08,18.034,24.64,,58.42,18.80,41.66,43.94
2001-02-01 00:00:00,19.30,23.114,26.162,19.56,26.162,25.91,,33.02,20.57,18.03,32.26
2001-03-01 00:00:00,14.22,6.604,11.43,34.54,19.304,19.56,,12.70,11.68,16.51,51.82
2001-04-01 00:00:00,43.18,36.83,38.354,3.56,15.748,31.24,,43.18,39.62,46.48,50.04
2001-05-01 00:00:00,6.35,3.0479999999999996,2.2859999999999996,27.43,5.842,2.54,,22.86,7.62,5.08,7.87
2001-06-01 00:00:00,17.02,23.875999999999998,14.224,151.89,30.987999999999996,15.24,,38.10,24.89,9.14,14.22
2001-07-01 00:00:00,130.05,135.382,146.812,71.37,116.58599999999998,122.94,,88.90,91.44,168.66,165.61
2001-08-01 00:00:00,73.91,107.44200000000001,94.996,48.51,72.39,76.20,,83.82,88.14,59.69,104.14
2001-09-01 00:00:00,68.83,44.958,62.992,206.50,79.502,54.61,,10.16,49.28,88.14,88.65
2001-10-01 00:00:00,147.57,189.48399999999998,159.766,28.96,124.714,168.40,,96.52,113.79,181.10,173.48
2001-11-01 00:00:00,77.98,48.513999999999996,79.502,199.90,64.26199999999999,36.58,,60.96,57.15,98.55,108.20
2001-12-01 00:00:00,222.76,307.594,404.368,199.90,187.706,194.06,,289.56,153.42,292.10,305.05
2002-01-01 00:00:00,31.50,56.388000000000005,67.564,42.93,43.687999999999995,41.91,36.58,53.34,28.70,34.29,56.64
2002-02-01 00:00:00,42.67,30.479999999999997,33.019999999999996,81.28,43.434,49.53,85.09,25.40,64.77,20.32,72.14
2002-03-01 00:00:00,76.20,59.181999999999995,36.57599999999999,140.46,43.434,91.44,56.64,116.84,109.98,42.42,114.30
2002-04-01 00:00:00,175.51,155.194,314.96,22.35,102.86999999999999,109.98,167.39,76.20,98.81,252.22,157.73
2002-05-01 00:00:00,34.29,33.782,40.64,48.01,26.924,30.48,32.00,2.54,36.58,31.75,64.52
2002-06-01 00:00:00,48.77,35.306,40.894,53.09,43.18,30.73,42.42,33.02,44.70,52.83,46.48
2002-07-01 00:00:00,92.20,72.64399999999999,78.99399999999999,110.24,126.492,102.36,12.45,25.40,63.25,120.90,129.29
2002-08-01 00:00:00,74.42,102.362,104.90199999999999,67.31,98.298,73.15,72.14,83.82,75.18,73.41,117.86
2002-09-01 00:00:00,81.28,78.74,95.758,174.75,143.51,118.36,41.15,22.86,68.58,93.73,81.79
2002-10-01 00:00:00,126.24,169.672,195.07199999999997,64.77,160.528,127.51,70.87,104.14,82.30,170.18,177.80
2002-11-01 00:00:00,96.77,52.324,75.692,65.53,44.449999999999996,53.09,146.81,119.38,112.52,81.03,75.69
2002-12-01 00:00:00,81.03,56.13399999999999,52.06999999999999,65.53,93.21799999999999,86.61,90.17,66.04,90.68,71.37,47.50
2003-01-01 00:00:00,48.26,43.434,48.26,44.20,33.782,30.23,45.47,45.72,44.70,51.56,83.82
2003-02-01 00:00:00,42.42,70.35799999999999,41.401999999999994,25.40,41.91,44.96,52.07,38.10,37.59,47.24,50.29
2003-03-01 00:00:00,17.53,41.148,23.368,13.72,6.858,21.84,22.61,25.40,13.72,21.34,23.37
2003-04-01 00:00:00,28.45,11.176,39.37,34.04,12.953999999999999,22.61,32.51,53.34,22.86,34.04,40.89
2003-05-01 00:00:00,30.48,27.432,21.081999999999997,93.22,15.748,24.13,14.99,45.72,14.48,46.48,26.92
2003-06-01 00:00:00,80.26,78.74,74.67599999999999,55.63,23.875999999999998,76.71,84.07,111.76,64.01,96.52,98.81
2003-07-01 00:00:00,58.93,49.529999999999994,66.03999999999999,62.74,18.034,44.70,76.20,43.18,51.56,66.29,101.35
2003-08-01 00:00:00,69.85,69.342,92.71,70.61,76.454,69.09,52.07,63.50,42.67,96.77,89.92
2003-09-01 00:00:00,48.51,70.866,97.282,199.39,65.532,37.34,77.22,55.88,52.83,43.94,110.74
2003-10-01 00:00:00,167.13,215.89999999999998,222.504,314.71,154.432,192.28,92.96,342.90,128.52,205.74,234.44
2003-11-01 00:00:00,216.66,271.78,283.464,134.11,208.27999999999997,231.14,236.98,317.50,196.09,237.24,225.81
2003-12-01 00:00:00,99.57,144.272,147.32,134.11,110.23599999999999,113.03,97.54,195.58,82.55,116.33,152.40
2004-01-01 00:00:00,52.58,51.56199999999999,78.74,61.47,31.496,44.70,43.18,22.86,40.39,64.52,60.71
2004-02-01 00:00:00,117.09,87.122,101.85399999999998,67.31,92.964,73.66,85.34,83.82,75.18,158.75,98.81
2004-03-01 00:00:00,62.23,61.722,102.616,86.11,58.674,55.63,59.69,106.68,49.28,74.93,88.39
2004-04-01 00:00:00,63.50,81.026,76.96199999999999,256.54,120.90399999999998,78.99,96.52,63.50,52.58,74.42,111.25
2004-05-01 00:00:00,277.11,243.83999999999997,367.538,78.49,193.802,180.09,168.15,154.94,188.47,365.76,335.03
2004-06-01 00:00:00,90.42,67.30999999999999,92.71,144.78,35.306,37.34,45.72,53.34,67.82,113.03,91.19
2004-07-01 00:00:00,136.91,110.99799999999999,125.22199999999998,66.29,126.23799999999999,121.92,111.25,142.24,127.00,146.56,144.53
2004-08-01 00:00:00,53.34,47.498,77.46999999999998,138.18,52.832,30.23,40.89,17.78,43.43,63.25,84.33
2004-09-01 00:00:00,90.17,163.06799999999998,189.48399999999998,161.80,118.87199999999999,205.49,104.39,162.56,114.05,66.29,160.27
2004-10-01 00:00:00,251.97,367.284,305.816,280.92,163.82999999999998,124.21,167.89,185.42,249.17,254.51,184.15
2004-11-01 00:00:00,205.99,252.22199999999998,256.032,95.50,290.322,267.97,234.95,261.62,188.47,223.27,309.12
2004-12-01 00:00:00,125.48,124.714,157.98799999999997,95.50,89.154,74.17,40.39,116.84,55.12,195.83,151.64
2005-01-01 00:00:00,80.52,172.212,149.35199999999998,90.93,47.244,93.73,102.11,55.88,43.43,117.60,131.06
2005-02-01 00:00:00,70.36,110.744,97.78999999999999,7.87,56.641999999999996,71.12,63.50,73.66,57.91,82.80,73.66
2005-03-01 00:00:00,10.41,5.08,6.858,91.69,8.382,6.10,16.76,10.16,13.21,7.37,4.32
2005-04-01 00:00:00,36.58,51.308,60.198,23.62,128.26999999999998,56.39,49.78,116.84,38.10,34.80,70.61
2005-05-01 00:00:00,73.91,46.482,88.646,214.88,55.626,53.85,54.10,50.80,50.29,97.54,96.77
2005-06-01 00:00:00,186.18,219.964,153.416,207.01,293.878,230.38,289.05,124.46,223.77,148.34,161.29
2005-07-01 00:00:00,153.67,243.078,155.702,203.71,167.132,167.39,172.47,154.94,164.34,142.75,197.10
2005-08-01 00:00:00,151.38,227.838,180.594,89.41,102.362,122.94,111.25,132.08,116.08,186.69,189.23
2005-09-01 00:00:00,81.28,199.644,143.25599999999997,277.37,111.252,82.80,115.82,114.30,97.54,64.77,115.06
2005-10-01 00:00:00,289.81,544.322,392.42999999999995,101.35,250.18999999999997,280.42,230.89,266.70,200.91,378.71,393.19
2005-11-01 00:00:00,151.89,119.38,105.664,47.75,86.614,82.80,171.70,119.38,139.95,163.83,99.31
2005-12-01 00:00:00,41.15,57.91199999999999,100.838,47.75,41.148,47.50,41.40,33.02,34.29,47.75,69.09
2006-01-01 00:00:00,217.68,37.592,149.09799999999998,54.86,104.648,117.35,142.24,99.06,131.32,303.78,132.84
2006-02-01 00:00:00,46.74,72.136,100.33,68.07,30.733999999999998,44.20,52.07,60.96,45.97,47.50,53.59
2006-03-01 00:00:00,32.26,42.672,34.036,139.19,70.866,57.40,56.39,10.16,49.28,15.24,39.62
2006-04-01 00:00:00,23.88,83.05799999999999,29.209999999999997,60.20,86.614,44.20,26.42,76.20,19.81,27.94,49.53
2006-05-01 00:00:00,84.58,86.868,148.082,81.28,16.002,42.42,37.59,76.20,33.53,135.38,67.82
2006-06-01 00:00:00,89.66,78.48599999999999,90.932,128.78,88.89999999999999,52.32,41.40,96.52,88.65,90.42,76.96
2006-07-01 00:00:00,103.38,249.682,135.636,81.03,94.996,122.43,90.17,124.46,108.46,98.30,151.38
2006-08-01 00:00:00,113.54,188.468,162.052,135.64,63.5,93.47,122.17,63.50,68.33,158.50,191.77
2006-09-01 00:00:00,137.67,195.83399999999997,142.23999999999998,174.75,94.996,122.17,52.58,109.22,50.55,224.54,117.09
2006-10-01 00:00:00,204.98,295.656,209.042,71.37,270.002,218.69,101.85,327.66,183.64,226.31,185.42
2006-11-01 00:00:00,66.80,260.85799999999995,129.54,57.15,64.51599999999999,107.19,58.67,167.64,72.14,61.47,149.35
2006-12-01 00:00:00,69.34,109.728,78.48599999999999,57.15,55.117999999999995,70.10,92.96,60.96,47.75,90.93,110.74
2007-01-01 00:00:00,89.66,89.408,109.21999999999998,28.96,48.00599999999999,84.84,57.40,48.26,61.21,117.86,78.99
2007-02-01 00:00:00,51.31,47.751999999999995,56.641999999999996,49.53,47.498,39.12,27.69,53.34,41.40,60.96,47.50
2007-03-01 00:00:00,58.42,66.80199999999999,19.812,64.26,122.68199999999999,74.93,93.22,68.58,82.04,34.80,66.80
2007-04-01 00:00:00,53.34,24.892,104.90199999999999,24.13,79.248,41.40,77.22,43.18,41.66,65.02,79.50
2007-05-01 00:00:00,28.70,21.081999999999997,21.843999999999998,53.85,8.889999999999999,10.92,65.02,10.16,30.23,27.18,47.24
2007-06-01 00:00:00,51.05,63.246,49.275999999999996,64.01,34.29,86.61,35.05,50.80,52.83,49.28,66.04
2007-07-01 00:00:00,80.01,113.792,69.85,137.41,55.117999999999995,54.36,54.10,109.22,62.48,97.28,93.22
2007-08-01 00:00:00,101.35,97.53599999999999,67.564,115.82,64.51599999999999,63.75,89.92,35.56,106.68,95.76,139.70
2007-09-01 00:00:00,100.84,112.014,111.50599999999999,442.47,92.456,100.58,56.90,254.00,76.71,124.71,127.51
2007-10-01 00:00:00,232.41,239.522,229.10799999999998,60.45,124.46000000000001,156.46,308.86,190.50,217.42,247.40,275.84
2007-11-01 00:00:00,91.69,52.832,44.196,155.45,50.8,22.35,85.09,60.96,20.57,162.81,33.78
2007-12-01 00:00:00,111.51,151.13,106.426,155.45,124.46000000000001,134.11,77.98,104.14,106.93,116.08,149.10
2008-01-01 00:00:00,130.30,118.11,152.654,53.34,90.678,125.48,90.17,172.72,80.26,180.09,129.29
2008-02-01 00:00:00,56.90,62.992,65.532,35.56,73.15199999999999,52.07,38.35,86.36,53.09,60.45,56.90
2008-03-01 00:00:00,41.15,81.788,81.026,95.76,43.942,24.89,29.21,45.72,25.15,56.90,58.17
2008-04-01 00:00:00,42.93,51.56199999999999,65.78599999999999,115.82,55.117999999999995,23.88,28.19,45.72,31.75,53.85,41.15
2008-05-01 00:00:00,85.85,77.216,39.624,41.91,20.574,64.01,83.57,25.40,86.36,85.09,117.86
2008-06-01 00:00:00,59.69,113.53799999999998,154.68599999999998,100.84,52.577999999999996,12.45,28.45,83.31,52.58,66.55,114.05
2008-07-01 00:00:00,61.21,163.06799999999998,153.416,112.78,79.756,77.98,60.96,47.50,39.12,83.06,79.76
2008-08-01 00:00:00,112.27,102.616,141.732,256.79,114.3,128.02,71.12,144.78,114.81,109.73,118.11
2008-09-01 00:00:00,209.04,263.906,203.45399999999998,372.11,267.71599999999995,152.65,259.33,299.72,215.39,202.69,246.38
2008-10-01 00:00:00,384.30,552.4499999999999,423.418,105.41,238.252,385.32,345.44,332.74,344.68,423.93,419.86
2008-11-01 00:00:00,132.33,68.58,152.908,86.87,182.626,128.52,107.70,118.11,117.60,147.07,106.17
2008-12-01 00:00:00,87.63,101.6,135.128,86.87,40.64,60.96,80.77,55.88,61.47,113.54,92.96
2009-01-01 00:00:00,46.23,27.686,38.862,51.05,23.875999999999998,12.45,31.24,36.58,36.32,56.13,49.53
2009-02-01 00:00:00,38.10,66.80199999999999,89.66199999999999,10.92,28.955999999999996,25.91,34.80,94.74,35.31,40.64,42.42
2009-03-01 00:00:00,30.99,16.256,31.241999999999997,46.74,16.509999999999998,18.54,17.78,35.05,20.07,41.91,20.32
2009-04-01 00:00:00,62.23,83.566,116.078,128.52,39.37,96.27,36.83,22.10,60.20,64.01,70.61
2009-05-01 00:00:00,189.99,262.89,284.734,100.08,168.65599999999998,130.81,127.76,100.33,101.85,278.13,234.19
2009-06-01 00:00:00,92.20,119.38,117.60199999999999,75.44,74.93,75.44,66.29,37.34,76.45,107.70,58.42
2009-07-01 00:00:00,92.71,112.77600000000001,69.85,57.15,93.98,92.96,187.20,42.42,87.12,98.30,77.22
2009-08-01 00:00:00,75.95,124.714,76.19999999999999,147.83,59.43599999999999,74.42,75.44,72.90,62.74,89.15,94.23
2009-09-01 00:00:00,107.19,143.25599999999997,119.63399999999999,154.69,111.50599999999999,83.82,91.19,82.30,80.26,134.11,99.82
2009-10-01 00:00:00,91.69,129.54,123.18999999999998,78.99,110.744,119.89,75.18,244.09,82.30,101.09,141.73
2009-11-01 00:00:00,88.14,61.722,90.932,103.38,55.88,86.87,101.60,44.45,72.39,103.89,99.57
2009-12-01 00:00:00,74.68,133.85799999999998,127,103.38,81.53399999999999,128.27,79.76,50.55,77.22,72.14,120.14
2010-01-01 00:00:00,59.69,53.08599999999999,41.65599999999999,9.40,40.64,38.10,69.34,36.83,41.15,78.23,52.83
2010-02-01 00:00:00,18.29,23.368,23.875999999999998,75.95,2.54,19.30,21.08,9.65,14.48,21.84,22.35
2010-03-01 00:00:00,38.61,14.224,85.598,196.09,65.27799999999999,85.60,65.02,84.33,34.29,42.93,37.85
2010-04-01 00:00:00,238.76,156.21,273.558,121.92,119.88799999999999,186.18,153.42,149.86,152.40,324.87,147.57
2010-05-01 00:00:00,130.30,142.494,167.64,169.93,87.37599999999999,102.87,76.45,105.41,90.42,169.93,147.83
2010-06-01 00:00:00,160.78,182.118,177.79999999999998,136.65,194.05599999999998,164.85,203.45,245.11,150.11,171.45,116.84
2010-07-01 00:00:00,124.97,218.18599999999998,182.118,321.56,120.396,165.35,144.02,266.70,100.58,149.35,195.33
2010-08-01 00:00:00,336.04,406.14599999999996,366.268,121.92,205.73999999999998,331.72,280.42,133.10,322.33,349.50,379.48
2010-09-01 00:00:00,102.87,138.17600000000002,166.36999999999998,220.47,73.406,102.62,111.76,128.02,78.99,126.49,183.39
2010-10-01 00:00:00,268.73,460.50199999999995,416.05199999999996,48.01,273.05,331.98,243.08,147.83,273.81,263.65,401.83
2010-11-01 00:00:00,71.63,68.072,73.914,88.65,66.548,52.58,49.02,127.25,37.59,105.66,91.19
2010-12-01 00:00:00,107.70,174.498,170.688,88.65,56.896,150.88,134.62,249.68,104.39,111.00,188.98
