key,value
name,Jamaica - Water usage [SIDS RCM]
originalsource,SIDS RCM
proximatesource,SIDS RCM
dataset,Water usage
description,Water usage
category,Water
type,Reservoirs
file,water-usage_jam_sidsrcm.csv
filehash,a9b37f60c6f2afcbd1fc8269a6c4245a9b806217
columns,"description,value"
