month,belont,bequia,botanical-gardens,capden-park-exp.-station/pebroke,canouan,dubarton,layou,et-office/arnosvale,ustique,rabacca,rivulet,three-rivers,union-island,wallilabou
1990-02-01 00:00:00,84.33,,110.49,,,161.54,60.96,84.20,10.16,,54.20,115.82,,29.97
1990-03-01 00:00:00,63.50,,83.57,,,124.71,40.89,70.60,7.62,,78.20,144.53,,30.99
1990-04-01 00:00:00,71.88,,170.18,,,251.71,39.88,124.20,66.04,,93.70,62.74,,44.70
1990-05-01 00:00:00,142.49,,180.09,,,451.61,-,262.20,182.88,,259.30,290.07,,130.05
1990-06-01 00:00:00,309.12,,299.97,,,386.08,115.82,291.90,175.26,,227.30,187.20,,153.42
1990-07-01 00:00:00,248.16,,200.66,,,234.44,204.72,197.10,182.88,,189.80,224.03,,189.99
1990-08-01 00:00:00,294.89,,208.03,,,292.86,192.27,192.60,149.86,,144.20,286.51,,193.04
1990-09-01 00:00:00,290.32,,368.81,,,458.22,72.9,239.60,78.74,,285.95,326.90,,205.99
1990-10-01 00:00:00,366.52,,370.59,,,221.74,177.04,367.20,144.78,,256.90,417.83,,236.22
1990-11-01 00:00:00,276.86,,261.62,,,326.14,129.79,177.60,55.88,,129.40,223.52,,157.73
1990-12-01 00:00:00,81.28,,108.20,,,189.48,87.63,107.10,10.16,,76.40,175.01,,95.50
1991-01-01 00:00:00,166.88,,90.93,,,79.5,,73.00,17.78,,68.50,140.21,,78.99
1991-02-01 00:00:00,66.55,,91.44,,,61.72,,105.70,0.00,,69.70,126.49,,41.91
1991-03-01 00:00:00,57.66,,96.27,,,164.34,,123.90,20.32,,74.30,82.80,,73.66
1991-04-01 00:00:00,142.49,,234.19,,,158.5,,137.50,170.18,,156.90,99.82,,109.98
1991-05-01 00:00:00,22.86,,62.48,,,83.82,,64.80,0.00,,49.10,96.52,,44.96
1991-06-01 00:00:00,149.10,,128.78,,,148.84,,115.20,55.88,,111.90,132.84,,85.85
1991-07-01 00:00:00,274.32,,267.46,,,204.72,,252.70,,,207.60,183.39,,157.48
1991-08-01 00:00:00,204.22,,177.80,,,201.68,,225.20,76.20,,169.18,207.26,,197.61
1991-09-01 00:00:00,177.80,,256.03,,,310.39,,243.30,88.90,,207.90,225.81,,226.82
1991-10-01 00:00:00,109.47,,171.20,,,191.52,,109.60,63.50,,178.05,205.74,,113.79
1991-11-01 00:00:00,734.06,,570.48,,,373.63,,651.10,444.50,,500.80,922.53,,490.47
1991-12-01 00:00:00,66.80,,80.77,,,133.6,,104.10,20.32,,46.70,45.97,,107.19
1992-01-01 00:00:00,161.80,,135.38,,,162.05,,109.50,10.16,,63.60,135.64,,
1992-02-01 00:00:00,171.96,,124.21,,,172.97,,123.10,7.62,,89.00,20.07,,
1992-03-01 00:00:00,16.00,,35.81,,,63.5,,35.40,7.62,,66.80,26.42,,
1992-04-01 00:00:00,40.39,,136.91,,,135.64,,73.20,0.00,,77.00,108.97,,
1992-05-01 00:00:00,127.51,,109.73,,,187*,,103.60,0.00,,130.15,163.58,,
1992-06-01 00:00:00,149.10,,307.59,,,282.45,,302.60,355.60,,238.10,172.21,,
1992-07-01 00:00:00,274.32,,230.12,,,242.06,,168.40,66.04,,156.50,168.91,,
1992-08-01 00:00:00,204.22,,252.22,,,236.47,,208.60,195.58,,168.33,203.71,,
1992-09-01 00:00:00,372.62,,63.75,,,369.27,,384.60,193.04,,284.60,284.48,,
1992-10-01 00:00:00,109.47,,116.33,,,127.76,,132.80,12.70,,71.10,97.03,,
1992-11-01 00:00:00,734.06,,515.62,,,648.72,,557.30,276.86,,537.70,667.51,,
1992-12-01 00:00:00,176.78,,145.54,,,220.98,,152.30,93.98,,236.20,112.78,,
1993-01-01 00:00:00,106.60,,206.25,178.82,,430.53,,211.90,38.10,,148.40,211.10,143.76,
1993-02-01 00:00:00,64.10,,81.79,52.32,,136.65,,67.10,0.00,,60.80,157.50,30.23,
1993-03-01 00:00:00,154.60,,148.08,90.17,,389.13,,109.20,73.66,,121.20,172.50,117.09,
1993-04-01 00:00:00,58.50,,74.17,27.43,,50.55,,46.80,0.00,,44.70,58.20,21.34,
1993-05-01 00:00:00,101.30,,249.43,126.24,,186.94,,211.60,0.00,,160.70,169.90,56.39,
1993-06-01 00:00:00,184.30,,300.23,152.65,,377.95,,185.10,106.68,,183.20,0.00,133.86,
1993-07-01 00:00:00,386.10,,270.00,222.50,,490.98,,224.50,81.28,,216.20,0.00,219.71,
1993-08-01 00:00:00,333.50,,203.45,199.90,,551.94,,176.50,66.04,,165.10,0.00,23.37,
1993-09-01 00:00:00,454.40,,172.47,298.20,,373.89,,346.90,127.00,,304.00,0.00,27.94,
1993-10-01 00:00:00,335.10,,197.10,148.84,,259.59,,153.80,144.78,,150.67,0.00,17.27,
1993-11-01 00:00:00,195.00,,215.14,213.11,,283.72,,249.50,144.78,,323.77,0.00,43.69,
1993-12-01 00:00:00,89.70,,80.01,48.01,,82.04,,62.60,17.78,,39.10,0.00,75.18,
1994-01-01 00:00:00,229.70,,228.35,121.67,,172.72,,134.40,0.00,,86.38,43.69,137.67,
1994-02-01 00:00:00,112.30,,106.68,55.12,,121.92,,80.30,0.00,,64.70,0.00,35.05,
1994-03-01 00:00:00,43.10,,18.80,21.84,,24.13,,48.30,0.00,,23.10,0.00,16.51,
1994-04-01 00:00:00,2.60,,31.50,13.72,,29.46,,41.10,0.00,,22.60,14.48,3.81,
1994-05-01 00:00:00,40.10,,110.24,36.32,,26.67,,86.00,0.00,,69.60,23.62,14.22,
1994-06-01 00:00:00,258.50,,161.04,150.37,,129.03,,198.30,0.00,,130.95,155.45,154.94,
1994-07-01 00:00:00,225.60,,184.40,156.21,,178.05,,187.10,39.37,,153.70,136.40,138.68,
1994-08-01 00:00:00,352.40,,236.47,234.70,,286,,230.70,109.22,,189.15,307.09,249.94,
1994-09-01 00:00:00,264.40,,242.32,186.94,,312.93,,194.20,136.40,,178.07,0.00,182.88,
1994-10-01 00:00:00,344.60,,278.89,202.69,,297.18,,224.60,49.53,,260.10,0.00,229.11,
1994-11-01 00:00:00,161.00,,208.79,143.26,,203.96,,191.10,73.66,,153.60,0.00,113.03,
1994-12-01 00:00:00,90.30,,131.57,121.67,,133.86,,136.70,49.53,,132.20,0.00,45.97,
1995-01-01 00:00:00,37.30,,14.90,46.40,,57.91,,76.10,22.86,,61.65,6.50,23.88,
1995-02-01 00:00:00,61.10,,121.40,58.20,,118.11,,124.20,31.75,,50.95,35.21,33.02,
1995-03-01 00:00:00,132.50,,54.10,51.60,,134.11,,90.20,46.99,,98.30,145.20,118.11,
1995-04-01 00:00:00,73.40,,101.91,42.60,,159.77,,62.80,21.59,,78.05,136.00,44.96,
1995-05-01 00:00:00,60.88,,72.40,48.40,,89.41,,36.10,15.24,,26.75,101.60,53.09,
1995-06-01 00:00:00,371.05,,273.30,235.50,,361.7,,201.50,90.17,,247.40,185.10,166.88,
1995-07-01 00:00:00,340.50,,149.40,195.90,,144.78,,117.10,113.03,,107.55,145.60,271.02,
1995-08-01 00:00:00,532.90,,265.80,217.40,,309.63,,279.20,90.17,,284.20,319.00,303.02,
1995-09-01 00:00:00,256.20,,278.50,221.10,,266.19,,267.70,158.75,,263.35,459.40,188.98,
1995-10-01 00:00:00,326.50,,413.10,220.20,,327.21,,296.30,185.42,,263.40,323.40,139.95,
1995-11-01 00:00:00,127.50,,175.10,160.80,,210.82,,177.80,92.71,,152.95,233.90,164.08,
1995-12-01 00:00:00,89.22,,112.70,76.00,,120.14,,106.70,40.64,,90.40,133.20,68.07,
1996-01-01 00:00:00,120.40,,185.20,86.70,,114.55,,193.80,22.86,,11.45,73.15,99.06,
1996-02-01 00:00:00,47.10,,80.60,43.70,,125.98,,147.30,13.97,,133.15,83.31,35.05,
1996-03-01 00:00:00,61.70,,68.50,62.90,,101.09,,100.45,46.99,,103.75,139.19,71.12,
1996-04-01 00:00:00,106.40,,80.50,44.30,,150.62,,116.30,147.32,,103.15,113.54,39.12,
1996-05-01 00:00:00,106.30,,169.12,78.80,,245.62,,183.70,73.66,,153.65,189.48,107.95,
1996-06-01 00:00:00,311.30,,205.52,187.70,,169.67,,217.30,104.14,,168.20,205.23,194.06,
1996-07-01 00:00:00,366.30,,206.20,189.80,,253.75,,227.90,133.35,,231.65,252.73,225.04,
1996-08-01 00:00:00,388.70,,211.10,172.00,,190.5,,272.30,161.29,,284.75,281.69,137.92,
1996-09-01 00:00:00,263.66,,257.50,213.90,,290.07,,240.30,137.16,,263.35,411.48,213.11,
1996-10-01 00:00:00,516.70,,401.50,282.60,,326.39,,442.70,254.00,,390.95,402.59,327.91,
1996-11-01 00:00:00,290.30,,401.20,248.10,,397.51,,392.90,198.12,,419.60,552.45,243.08,
1996-12-01 00:00:00,129.00,,77.50,,,44.45,,115.60,82.55,,124.40,137.92,29.97,
1997-01-01 00:00:00,89.20,,163.00,,,67.82,,115.50,46.99,,89.50,152.80,4.06,
1997-02-01 00:00:00,95.80,,39.60,,,27.43,,72.80,30.48,,57.40,91.20,44.96,
1997-03-01 00:00:00,73.30,,20.40,,,50.04,,68.40,24.13,,42.50,80.20,13.97,
1997-04-01 00:00:00,22.50,,12.40,,,57.15,,41.30,11.43,,26.20,39.70,4.06,
1997-05-01 00:00:00,66.60,,54.30,,,52.83,,47.90,22.35,,48.30,81.10,30.99,
1997-06-01 00:00:00,306.40,,233.80,,,164.34,,211.50,118.11,,184.15,183.51,210.06,
1997-07-01 00:00:00,469.50,,233.80,,,265.18,,265.60,149.86,,240.25,296.60,182.88,
1997-08-01 00:00:00,245.50,,123.90,,,187.71,,138.00,82.55,,118.25,164.10,107.95,
1997-09-01 00:00:00,313.70,,144.30,,,314.45,,228.30,106.68,,201.80,265.50,92.96,
1997-10-01 00:00:00,139.90,,175.40,,,275.84,,144.30,69.85,,147.80,333.20,249.94,
1997-11-01 00:00:00,327.70,,159.20,,,292.61,,169.40,104.14,,128.38,256.80,68.07,
1997-12-01 00:00:00,62.80,,84.20,,,29.97,,91.05,12.70,,72.10,78.60,6.10,
1998-01-01 00:00:00,192.70,,155.40,,,135.89,,204.45,62.23,,116.50,407.80,,
1998-02-01 00:00:00,24.40,,21.90,,,11.69,,29.50,2.54,,27.50,29.50,,
1998-03-01 00:00:00,39.70,,148.20,,,96.27,,82.10,25.40,,71.90,36.30,,
1998-04-01 00:00:00,62.70,,131.30,,,147.32,,111.95,50.80,,125.50,170.80,,
1998-05-01 00:00:00,136.00,,142.90,,,248.42,,189.45,88.90,,197.60,172.40,,
1998-06-01 00:00:00,498.40,,294.90,,,338.33,,302.20,279.40,,263.35,402.30,,
1998-07-01 00:00:00,252.80,,146.40,,,245.87,,169.40,193.04,,168.35,286.70,,
1998-08-01 00:00:00,165.00,,11.00,,,129.55,,122.55,90.17,,107.20,155.30,,
1998-09-01 00:00:00,305.90,,202.00,,,287.27,,297.35,273.05,,224.60,265.30,,
1998-10-01 00:00:00,651.50,,550.70,,,533.12,,727.85,494.03,,557.05,561.60,,
1998-11-01 00:00:00,209.60,,260.70,,,182.37,,210.50,171.45,,234.70,113.70,,
1998-12-01 00:00:00,288.30,,355.80,,,263.92,,494.45,213.36,,377.80,180.60,,
1999-01-01 00:00:00,109.30,,181.00,,,79.3,,81.60,64.77,80.60,43.70,9.40,,
1999-02-01 00:00:00,35.40,,84.30,,,186.9,,90.15,38.10,53.30,78.05,48.60,,
1999-03-01 00:00:00,112.30,,81.00,,,68.5,,130.30,124.46,48.00,107.10,49.50,,
1999-04-01 00:00:00,188.30,,,,,78.6,,160.70,45.72,214.50,132.70,118.50,,
1999-05-01 00:00:00,29.30,,,,,24.16,,19.60,0.00,51.90,15.90,15.20,,
1999-06-01 00:00:00,253.70,,220.40,,,108.13,,101.20,162.56,169.30,82.20,57.80,,
1999-07-01 00:00:00,338.60,,277.40,,,182.41,,242.80,114.30,195.60,187.50,148.60,,
1999-08-01 00:00:00,221.90,,130.00,,,170.68,,166.25,68.58,227.90,143.20,0.00,,
1999-09-01 00:00:00,288.30,,247.30,,,53.17,,222.90,259.08,430.60,337.90,0.00,,
1999-10-01 00:00:00,269.60,,273.40,,,250.3,,295.50,131.83,551.00,257.70,0.00,,
1999-11-01 00:00:00,317.00,,201.00,,,352.44,,264.70,67.82,285.00,261.50,0.00,,
1999-12-01 00:00:00,225.20,,193.51,,,296.4,,232.90,106.43,160.40,250.00,0.00,,
2000-01-01 00:00:00,207.40,,146.70,,,186.3,,131.70,50.04,143.40,115.50,133.90,,
2000-02-01 00:00:00,216.60,,139.00,,,143.4,,143.83,53.34,143.00,139.40,30.60,,
2000-03-01 00:00:00,109.40,,127.50,,,132.3,,111.75,86.61,166.00,106.30,35.70,,
2000-04-01 00:00:00,1.25,,,,,41.1,,57.20,19.81,25.00,41.40,38.00,,
2000-05-01 00:00:00,109.50,,68.40,,,100.9,,47.16,13.46,84.00,48.00,63.50,,
2000-06-01 00:00:00,196.55,,50.20,,,206.3,,153.00,122.94,95.00,109.30,121.60,,
2000-07-01 00:00:00,248.90,,199.90,,,225,,227.00,67.56,158.00,181.00,182.20,,
2000-08-01 00:00:00,340.00,,166.50,,,262.7,,227.95,82.30,131.30,154.05,110.20,,
2000-09-01 00:00:00,106.40,,81.00,,,131.4,,171.65,66.80,263.80,276.20,204.30,,
2000-10-01 00:00:00,151.95,,,,,176.2,,170.75,59.94,201.00,259.80,616.70,,
2000-11-01 00:00:00,398.40,,171.30,,,399.9,,360.10,237.49,393.90,336.60,0.00,,
2000-12-01 00:00:00,173.70,,,,,142.3,,118.95,123.95,202.00,106.90,0.00,,
2001-01-01 00:00:00,58.78,,,,,103.3,,68.55,36.83,104.14,46.60,0.00,,
2001-02-01 00:00:00,114.50,,60.50,,,62.6,,80.20,6.10,38.50,91.60,31.00,,
2001-03-01 00:00:00,30.70,,,,,67.53,,18.20,60.45,7.00,14.70,9.50,,
2001-04-01 00:00:00,24.50,,94.30,,,45,,44.20,13.46,51.00,31.80,26.80,,
2001-05-01 00:00:00,120.10,,29.60,,,110.9,,89.65,21.59,67.70,7.30,32.80,,
2001-06-01 00:00:00,161.20,,44.25,,,65.6,,75.80,,125.90,55.80,83.10,,
2001-07-01 00:00:00,138.80,,339.90,,,294.7,,328.95,,146.10,342.65,258.70,,
2001-08-01 00:00:00,375.16,,275.80,,,194.9,,280.95,,222.80,179.85,261.60,,
2001-09-01 00:00:00,202.90,,183.88,,,143.36,,295.30,,102.40,186.80,240.00,,
2001-10-01 00:00:00,513.60,,401.10,,,350.52,,381.00,,527.56,342.39,615.00,,
2001-11-01 00:00:00,77.47,,0.00,,,111,,58.93,,51.82,37.59,71.12,,
2001-12-01 00:00:00,251.21,,139.70,,,134.62,,209.80,,329.95,203.71,276.86,,
2002-01-01 00:00:00,131.57,,,,,152.91,,96.52,,246.89,132.59,91.95,,
2002-02-01 00:00:00,112.01,,,,,102.87,,46.48,,273.05,2.29,86.61,,
2002-03-01 00:00:00,100.08,,,,,103.12,,74.17,,204.72,96.52,82.30,,
2002-04-01 00:00:00,42.16,,,,,181.36,,73.66,,175.77,211.58,212.85,,
2002-05-01 00:00:00,83.31,,,,,82.04,,99.82,,158.50,41.40,109.47,,
2002-06-01 00:00:00,175.51,,,,,88.14,,51.05,,297.69,67.56,71.37,,
2002-07-01 00:00:00,303.78,,,,,169.67,,151.13,,509.52,67.56,42.16,,
2002-08-01 00:00:00,243.08,,,,,163.83,,135.38,,325.88,117.35,117.35,,
2002-09-01 00:00:00,490.47,,,,,303.02,,214.88,,578.61,220.73,93.98,,
2002-10-01 00:00:00,56.39,,,,,358.9,,352.04,,197.61,291.34,164.85,,
2002-11-01 00:00:00,206.50,,,,,343.41,,267.97,,568.45,568.45,133.10,,
2002-12-01 00:00:00,69.09,,,,,52.32,,42.93,,191.77,29.72,10.67,,
2003-01-01 00:00:00,98.30,,,,,100.33,,32.26,,90.42,49.02,74.68,,
2003-02-01 00:00:00,114.55,,,,,86.87,,105.41,,112.78,58.93,95.25,,
2003-03-01 00:00:00,36.32,,,,,36.58,,30.99,,35.81,29.46,95.25,,
2003-04-01 00:00:00,37.85,,,,,22.9,,51.31,,37.85,55.37,129.54,,
2003-05-01 00:00:00,26.67,,,,,68.07,,21.84,,40.13,10.67,28.96,,
2003-06-01 00:00:00,242.06,,,,,146.56,,256.03,,192.53,173.74,80.52,,
2003-07-01 00:00:00,278.38,,,,,268.48,,272.80,,178.05,232.92,51.56,,
2003-08-01 00:00:00,260.10,,,,,250.19,,187.71,,179.83,216.15,121.92,,
2003-09-01 00:00:00,113.54,,,,,192.02,,183.64,,131.06,182.37,39.12,,
2003-10-01 00:00:00,307.34,,,,,371.09,,310.64,,341.12,326.14,234.44,,
2003-11-01 00:00:00,623.32,,,,,389.38,,313.44,,435.61,316.23,215.39,,
2003-12-01 00:00:00,236.98,,,,,130.56,,94.74,,114.30,109.22,82.00,,
2004-01-01 00:00:00,55.00,,,,,156.6,,129.95,,114.00,125.20,39.30,,
2004-02-01 00:00:00,127.00,,,,,114.5,,125.30,,89.00,96.70,11.90,,
2004-03-01 00:00:00,143.76,,,,,75.2,,147.10,,99.40,114.40,65.40,,
2004-04-01 00:00:00,138.20,,,,,116,,159.30,,185.80,121.70,77.50,,
2004-05-01 00:00:00,211.90,,,,,500.2,,342.05,,462.30,340.60,332.20,,
2004-06-01 00:00:00,197.30,,,,,226,,254.20,,216.80,225.30,139.20,,
2004-07-01 00:00:00,285.40,,,,,440.2,,322.20,,280.30,239.20,145.70,,
2004-08-01 00:00:00,165.30,,,,,305.9,,488.20,,194.90,223.10,265.68,,
2004-09-01 00:00:00,178.20,,,,,225,,176.30,,270.10,147.90,215.90,,
2004-10-01 00:00:00,136.60,,,,,306.9,,216.45,,217.20,188.90,91.60,,
2004-11-01 00:00:00,154.00,,,,,470.4,,373.90,,729.10,433.30,339.50,,
2004-12-01 00:00:00,189.70,,,,,227.5,,207.10,,295.30,178.70,91.60,,
2005-01-01 00:00:00,172.21,,,,,286.51,,200.75,,298.60,202.90,98.90,,
2005-02-01 00:00:00,41.15,,,,,114.3,,51.60,,77.10,76.20,17.30,,
2005-03-01 00:00:00,125.22,,,,,75.18,,69.40,,43.00,65.10,11.50,,
2005-04-01 00:00:00,22.10,,,,,94.74,,62.23,,21.84,36.58,68.33,,
2005-05-01 00:00:00,166.37,,,,,352.04,,224.79,,260.35,230.63,75.18,,
2005-06-01 00:00:00,180.09,,,,,533.4,,497.59,,520.19,532.13,360.17,,
2005-07-01 00:00:00,237.49,,,,,485.65,,341.05,,212.80,224.70,235.30,,
2005-08-01 00:00:00,305.82,,,,,147.83,,103.35,,128.80,141.10,188.20,,
2005-09-01 00:00:00,235.71,,,,,87.63,,115.10,,255.00,152.90,287.10,,
2005-10-01 00:00:00,176.78,,,,,554.48,,457.05,,393.10,369.10,388.00,,
2005-11-01 00:00:00,170.18,,,,,672.85,,432.15,,596.70,430.90,433.80,,
2005-12-01 00:00:00,141.99,,,,,343.41,,229.55,,140.40,213.20,121.30,,
2006-01-01 00:00:00,206.25,,,,,254.25,,242.32,,197.87,150.11,165.86,,
2006-02-01 00:00:00,141.48,,,,,53.85,,132.08,,77.22,83.57,62.23,,
2006-03-01 00:00:00,73.66,,,,,48.01,,98.03,,59.44,81.03,101.09,,
2006-04-01 00:00:00,41.91,,,,,72.39,,74.68,,23.88,31.50,,,
2006-05-01 00:00:00,80.26,,,,,55.88,,71.63,,60.71,71.12,,,
2006-06-01 00:00:00,82.55,,,,,196.6,,254.00,,211.84,194.82,,,
2006-07-01 00:00:00,49.02,,,,,211.07,,396.24,,197.10,172.97,,,
2006-08-01 00:00:00,400.30,,,,,170.43,,489.97,,108.71,161.29,,,
2006-09-01 00:00:00,392.94,,,,,196.6,,176.28,,219.20,192.53,,,
2006-10-01 00:00:00,213.61,,,,,66.8,,208.03,,367.28,198.37,,,
2006-11-01 00:00:00,373.13,,,,,38.61,,187.71,,144.78,150.37,,,
2006-12-01 00:00:00,147.57,,,,,173.23,,323.60,,228.85,328.68,,,
2007-01-01 00:00:00,207.20,,,,,138.9,,132.59,,92.71,108.46,20.57,,
2007-02-01 00:00:00,135.60,,,,,86.61,,64.08,,55.88,55.88,86.61,,
2007-03-01 00:00:00,96.30,,,,,137.92,,118.11,,223.27,119.00,137.92,,
2007-04-01 00:00:00,256.20,,,,,214.88,,111.51,,139.30,165.86,263.65,,
2007-05-01 00:00:00,46.30,,,,,32.26,,41.40,,44.20,34.29,42.93,,
2007-06-01 00:00:00,156.30,,,,,147.57,,89.41,,200.30,94.49,204.72,,
2007-07-01 00:00:00,135.60,,,,,122.2,,117.80,,138.60,58.80,135.60,,
2007-08-01 00:00:00,165.00,,,,,345.4,,405.70,,316.00,313.20,405.70,,
2007-09-01 00:00:00,203.50,,,,,276,,232.40,,105.00,194.00,302.30,,
2007-10-01 00:00:00,268.30,,,,,394.9,,304.70,,106.00,286.30,367.40,,
2007-11-01 00:00:00,179.30,,,,,235.3,,178.60,,126.80,153.70,263.40,,
2007-12-01 00:00:00,205.40,,,,,294.2,,215.10,,155.00,181.70,156.60,,
2008-01-01 00:00:00,,,,,,28.6,,72.80,,,86.00,,,
2008-02-01 00:00:00,,,,,,85.7,,80.70,,56.00,54.40,120.00,,
2008-03-01 00:00:00,,,,,,73.8,,47.20,,25.40,25.40,220.00,,
2008-04-01 00:00:00,,,,,,66.5,,74.00,,58.00,72.10,180.00,,
2008-05-01 00:00:00,,,,,,22.3,,33.00,,0.00,14.40,,,
2008-06-01 00:00:00,,,,,,274.6,,264.60,,129.00,195.90,,,
2008-07-01 00:00:00,,,,,,155.1,,147.50,,,130.30,,,
2008-08-01 00:00:00,,,,,,209.2,,170.60,,23.00,112.00,,,
2008-09-01 00:00:00,,,,,,480.8,,343.60,,,359.60,,,
2008-10-01 00:00:00,,,,,,378.8,,254.70,,,305.20,,,
2008-11-01 00:00:00,,,,,,709.3,,350.80,,256.00,310.40,,,
2008-12-01 00:00:00,,,,,,278.12,,112.60,,140.00,155.40,,,
2009-01-01 00:00:00,,,,,,248.9,,217.80,69.60,,196.40,,,
2009-02-01 00:00:00,,,,,,138.9,,159.20,2.79,,122.90,,,
2009-03-01 00:00:00,,,,,,76.1,,68.80,60.96,,51.10,,,
2009-04-01 00:00:00,,,,,,181.3,,117.50,218.69,,172.20,,,
2009-05-01 00:00:00,,,,,,341.59,,166.70,223.77,,98.90,,,
2009-06-01 00:00:00,,,,,,226,,238.10,308.10,,202.00,,,
2009-07-01 00:00:00,,,,,,409.22,,332.60,293.62,,316.40,,,
2009-08-01 00:00:00,,,,,,239.28,,302.40,407.67,,229.60,,,
2009-09-01 00:00:00,,,,,,255,,234.90,277.88,,177.00,,,
2009-10-01 00:00:00,,,,,,225.2,,172.90,438.15,,137.80,,,
2009-11-01 00:00:00,,,,,,26.2,,111.20,487.93,,68.20,,,
2009-12-01 00:00:00,,,,,,56.9,,67.10,241.81,,50.50,,,
2010-01-01 00:00:00,,,,,,68.07,,69.60,,,71.12,,,
2010-02-01 00:00:00,,,,,,20.32,,2.79,,,0.76,,,
2010-03-01 00:00:00,,,,,,47.5,,60.96,,,70.80,,,
2010-04-01 00:00:00,,,,,,307.59,,218.69,,,119.60,,,
2010-05-01 00:00:00,,,,,,256.54,,223.77,,,177.80,,,
2010-06-01 00:00:00,,,,,,292.1,,308.10,,,230.60,,,
2010-07-01 00:00:00,,,,,,442.21,,293.62,,,299.70,,,
2010-08-01 00:00:00,,,,,,456.95,,407.67,,,306.83,,,
2010-09-01 00:00:00,,,,,,306.68,,277.88,,,296.07,,,
2010-10-01 00:00:00,,,,,,980.44,,438.15,,,298.70,,,
2010-11-01 00:00:00,,,,,,569.47,,487.93,,,213.36,,,
2010-12-01 00:00:00,,,,,,377.95,,241.81,,,347.47,,,
