key,value
name,Belize - Taxes on products less subsidies on products [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Taxes on products less subsidies on products [2216]
description,Sectoral GDP: Taxes on products less subsidies on products
category,Economic
type,GDP
file,gdp-sec--taxes_blz_cepalstat.csv
filehash,15c0277386d392dab23a1294e8f6a070f3d30b56
columns,"year,value,source,notes"
