year,value,source,notes
1990,881127960,Economic Commission for Latin America and the Caribbean,
1991,999565871,Economic Commission for Latin America and the Caribbean,
1992,1186066820,Economic Commission for Latin America and the Caribbean,
1993,1419050735,Economic Commission for Latin America and the Caribbean,
1994,1383118629,Economic Commission for Latin America and the Caribbean,
1995,1381331698,Economic Commission for Latin America and the Caribbean,
1996,1557122444,Economic Commission for Latin America and the Caribbean,
1997,1778963650,Economic Commission for Latin America and the Caribbean,
1998,2202978441,Economic Commission for Latin America and the Caribbean,
1999,2184153067,Economic Commission for Latin America and the Caribbean,
2000,2623772203,Economic Commission for Latin America and the Caribbean,
2001,2363449384,Economic Commission for Latin America and the Caribbean,
2002,2428393508,Economic Commission for Latin America and the Caribbean,
2003,2012038618,Economic Commission for Latin America and the Caribbean,
2004,2036611763,Economic Commission for Latin America and the Caribbean,
2005,2619640637,Economic Commission for Latin America and the Caribbean,
2006,3335437335,Economic Commission for Latin America and the Caribbean,
2007,4279107554,Economic Commission for Latin America and the Caribbean,
2008,4602655857,Economic Commission for Latin America and the Caribbean,
2009,4849616530,Economic Commission for Latin America and the Caribbean,
2010,5382759302,Economic Commission for Latin America and the Caribbean,
2011,5912180250,Economic Commission for Latin America and the Caribbean,
2012,6436536331,Economic Commission for Latin America and the Caribbean,
