year,value,source,notes
1990,80207903,Economic Commission for Latin America and the Caribbean,
1991,80311705,Economic Commission for Latin America and the Caribbean,
1992,86136492,Economic Commission for Latin America and the Caribbean,
1993,87299706,Economic Commission for Latin America and the Caribbean,
1994,89241038,Economic Commission for Latin America and the Caribbean,
1995,90847748,Economic Commission for Latin America and the Caribbean,
1996,102883371,Economic Commission for Latin America and the Caribbean,
1997,98077199,Economic Commission for Latin America and the Caribbean,
1998,119043617,Economic Commission for Latin America and the Caribbean,
1999,114121330,Economic Commission for Latin America and the Caribbean,
2000,112369501,Economic Commission for Latin America and the Caribbean,
2001,102215008,Economic Commission for Latin America and the Caribbean,
2002,111920550,Economic Commission for Latin America and the Caribbean,
2003,120294841,Economic Commission for Latin America and the Caribbean,
2004,133610721,Economic Commission for Latin America and the Caribbean,
2005,138249934,Economic Commission for Latin America and the Caribbean,
2006,146546848,Economic Commission for Latin America and the Caribbean,
2007,146044660,Economic Commission for Latin America and the Caribbean,
2008,151962471,Economic Commission for Latin America and the Caribbean,
2009,153271166,Economic Commission for Latin America and the Caribbean,
2010,144158016,Economic Commission for Latin America and the Caribbean,
2011,145588491,Economic Commission for Latin America and the Caribbean,
2012,139601710,Economic Commission for Latin America and the Caribbean,
