year,value,source,notes
1995,41980891,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,46615837,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,50270518,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,50542222,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,51559779,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,47766582,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,48909537,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,52689727,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,59331414,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,64849177,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,73173425,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,83701460,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,76307030,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,83107663,CEPALStat: 733,"CEPALStat: 6495,6432"
2009,68728457,CEPALStat: 733,"CEPALStat: 6495,6432"
2010,69584904,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,88403352,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,85553348,CEPALStat: 733,"CEPALStat: 6432,6495"
