year,value,source,notes
1990,424635048,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,379230107,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,335312974,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,285424505,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,287470799,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,294534534,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,317622360,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,314444267,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,315192054,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,312013961,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,322109080,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,313416061,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,316500681,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,352898259,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,422686379,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,494100000,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,614119750,CEPALStat: 733,"CEPALStat: 6495,6432"
2007,609165664,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,652443813,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,413993359,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,432220658,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,569252553,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,553268615,CEPALStat: 733,"CEPALStat: 6432,6495"
