key,value
name,Saint Lucia - Taxes on products less subsidies on products [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Taxes on products less subsidies on products [2216]
description,Sectoral GDP: Taxes on products less subsidies on products
category,Economic
type,GDP
file,gdp-sec--taxes_lca_cepalstat.csv
filehash,ed6c8357db53cc1107318965aa03910e6b9dd8d7
columns,"year,value,source,notes"
