key,value
name,Cuba - Annual Gross Domestic Product (GDP) by activity: Taxes on products less subsidies on products [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Cuba: Taxes on products less subsidies on products
file,gdp-sec-taxes_cub_cepalstat.csv
filehash,10099d33429cb0ff49969c0884a2446029787bd0
category,Economy
type,GDP
columns,"year,value,source,notes"
