key,value
name,Trinidad and Tobago - Taxes on products less subsidies on products [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Taxes on products less subsidies on products [2216]
description,Sectoral GDP: Taxes on products less subsidies on products
category,Economic
type,GDP
file,gdp-sec--taxes_tto_cepalstat.csv
filehash,ed26fc0932404807a95da14670a4d32a7645b74f
columns,"year,value,source,notes"
