key,value
name,"Antigua and Barbuda - Transport, storage and communications [CEPALStat]"
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,"Transport, storage and communications [2216]"
description,"Sectoral GDP: Transport, storage and communications"
category,Economic
type,GDP
file,gdp-sec--tsc_atg_cepalstat.csv
filehash,36b51076fe6a4415c64ec7654ea34526f432ad3b
columns,"year,value,source,notes"
