year,value,source,notes
1990,74738242,Economic Commission for Latin America and the Caribbean,
1991,78881725,Economic Commission for Latin America and the Caribbean,
1992,76709938,Economic Commission for Latin America and the Caribbean,
1993,84744257,Economic Commission for Latin America and the Caribbean,
1994,92359815,Economic Commission for Latin America and the Caribbean,
1995,89486479,Economic Commission for Latin America and the Caribbean,
1996,95664620,Economic Commission for Latin America and the Caribbean,
1997,104460755,Economic Commission for Latin America and the Caribbean,
1998,109673574,Economic Commission for Latin America and the Caribbean,
1999,121139347,Economic Commission for Latin America and the Caribbean,
2000,123203895,Economic Commission for Latin America and the Caribbean,
2001,110950678,Economic Commission for Latin America and the Caribbean,
2002,105059389,Economic Commission for Latin America and the Caribbean,
2003,118135720,Economic Commission for Latin America and the Caribbean,
2004,126900686,Economic Commission for Latin America and the Caribbean,
2005,129487143,Economic Commission for Latin America and the Caribbean,
2006,137126530,Economic Commission for Latin America and the Caribbean,
2007,142318685,Economic Commission for Latin America and the Caribbean,
2008,141760238,Economic Commission for Latin America and the Caribbean,
2009,121366555,Economic Commission for Latin America and the Caribbean,
2010,112416568,Economic Commission for Latin America and the Caribbean,
2011,112621372,Economic Commission for Latin America and the Caribbean,
2012,112680451,Economic Commission for Latin America and the Caribbean,
