key,value
name,"Antigua and Barbuda - Annual Gross Domestic Product (GDP) by activity: Transport, storage and communications [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Antigua and Barbuda: Transport, storage and communications"
file,gdp-sec-tsc_atg_cepalstat.csv
filehash,6a50ab5842a2d8c3bf207166bb19cf86560dbdb5
category,Economy
type,GDP
columns,"year,value,source,notes"
