key,value
name,"Grenada - Annual Gross Domestic Product (GDP) by activity: Transport, storage and communications [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Grenada: Transport, storage and communications"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/tsc/gdp-sec-tsc_grd_cepalstat.csv
filehash,3e5188bd782fb6ca59c8c9af71cdabf47519f84c
category,Economy
type,GDP
columns,"year,value,source,notes"
