year,value,source,notes
1990,328378494,Economic Commission for Latin America and the Caribbean,
1991,341167911,Economic Commission for Latin America and the Caribbean,
1992,336301314,Economic Commission for Latin America and the Caribbean,
1993,334413074,Economic Commission for Latin America and the Caribbean,
1994,331804578,Economic Commission for Latin America and the Caribbean,
1995,401483540,Economic Commission for Latin America and the Caribbean,
1996,447968699,Economic Commission for Latin America and the Caribbean,
1997,529912519,Economic Commission for Latin America and the Caribbean,
1998,612710398,Economic Commission for Latin America and the Caribbean,
1999,617392466,Economic Commission for Latin America and the Caribbean,
2000,672631721,Economic Commission for Latin America and the Caribbean,
2001,724637756,Economic Commission for Latin America and the Caribbean,
2002,794304491,Economic Commission for Latin America and the Caribbean,
2003,837480176,Economic Commission for Latin America and the Caribbean,
2004,830800222,Economic Commission for Latin America and the Caribbean,
2005,894427547,Economic Commission for Latin America and the Caribbean,
2006,946631845,Economic Commission for Latin America and the Caribbean,
2007,991713910,Economic Commission for Latin America and the Caribbean,
2008,1075640364,Economic Commission for Latin America and the Caribbean,
2009,1070195744,Economic Commission for Latin America and the Caribbean,
2010,1097007067,Economic Commission for Latin America and the Caribbean,
2011,1107286266,Economic Commission for Latin America and the Caribbean,
2012,1248144840,Economic Commission for Latin America and the Caribbean,
