year,value,source,notes
1990,17672140,Economic Commission for Latin America and the Caribbean,
1991,18732272,Economic Commission for Latin America and the Caribbean,
1992,19553547,Economic Commission for Latin America and the Caribbean,
1993,21369514,Economic Commission for Latin America and the Caribbean,
1994,23205113,Economic Commission for Latin America and the Caribbean,
1995,25158505,Economic Commission for Latin America and the Caribbean,
1996,26954840,Economic Commission for Latin America and the Caribbean,
1997,28590846,Economic Commission for Latin America and the Caribbean,
1998,28675918,Economic Commission for Latin America and the Caribbean,
1999,30832175,Economic Commission for Latin America and the Caribbean,
2000,32582702,Economic Commission for Latin America and the Caribbean,
2001,34062255,Economic Commission for Latin America and the Caribbean,
2002,35565687,Economic Commission for Latin America and the Caribbean,
2003,35228828,Economic Commission for Latin America and the Caribbean,
2004,39260090,Economic Commission for Latin America and the Caribbean,
2005,43975322,Economic Commission for Latin America and the Caribbean,
2006,45678626,Economic Commission for Latin America and the Caribbean,
2007,49540773,Economic Commission for Latin America and the Caribbean,
2008,55001487,Economic Commission for Latin America and the Caribbean,
2009,56117681,Economic Commission for Latin America and the Caribbean,
2010,60039691,Economic Commission for Latin America and the Caribbean,
2011,60896869,Economic Commission for Latin America and the Caribbean,
2012,59640147,Economic Commission for Latin America and the Caribbean,
