year,value,source,notes
1990,266325000,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,261300000,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,252023076,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,255115384,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,263619230,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,269417307,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,276375000,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,286425000,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,302273076,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,314642307,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,317348076,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,319667307,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,310003846,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,319280769,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,335515384,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,351750000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,372623076,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,395042307,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,407025000,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,395815384,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,396588461,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,399294230,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,407798076,CEPALStat: 733,"CEPALStat: 6432,6495"
