year,value,source,notes
1990,17672140,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,18732272,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,19553547,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,21369514,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,23205113,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,25158505,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,26954840,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,28590846,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,28675918,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,30832175,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,32582702,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,34062255,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,35565687,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,35228828,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,39260090,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,43975322,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,45678626,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,49540773,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,55001487,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,56117681,CEPALStat: 733,"CEPALStat: 6495,6432"
2010,60039691,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,60896869,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,59640147,CEPALStat: 733,"CEPALStat: 6432,6495"
