year,value,source,notes
1990,663229016,Economic Commission for Latin America and the Caribbean,
1991,707002986,Economic Commission for Latin America and the Caribbean,
1992,788751008,Economic Commission for Latin America and the Caribbean,
1993,877925333,Economic Commission for Latin America and the Caribbean,
1994,939148291,Economic Commission for Latin America and the Caribbean,
1995,1032006413,Economic Commission for Latin America and the Caribbean,
1996,1122024636,Economic Commission for Latin America and the Caribbean,
1997,1242547933,Economic Commission for Latin America and the Caribbean,
1998,1431507680,Economic Commission for Latin America and the Caribbean,
1999,1638049857,Economic Commission for Latin America and the Caribbean,
2000,1794816735,Economic Commission for Latin America and the Caribbean,
2001,2150376605,Economic Commission for Latin America and the Caribbean,
2002,2474712253,Economic Commission for Latin America and the Caribbean,
2003,2615599173,Economic Commission for Latin America and the Caribbean,
2004,2786793035,Economic Commission for Latin America and the Caribbean,
2005,3314317283,Economic Commission for Latin America and the Caribbean,
2006,3905882374,Economic Commission for Latin America and the Caribbean,
2007,4395416540,Economic Commission for Latin America and the Caribbean,
2008,5078041884,Economic Commission for Latin America and the Caribbean,
2009,5615568157,Economic Commission for Latin America and the Caribbean,
2010,6056721289,Economic Commission for Latin America and the Caribbean,
2011,6036445725,Economic Commission for Latin America and the Caribbean,
2012,6233646319,Economic Commission for Latin America and the Caribbean,
