year,value,source,notes
1990,35845842,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,39616144,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,40839348,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,41697083,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,44359789,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,46619733,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,49312273,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,53664343,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,60891688,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,65635333,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,72180220,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,69282592,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,69317076,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,80479503,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,83455358,CEPALStat: 733,"CEPALStat: 6495,6432"
2005,96847608,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,83398298,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,93469409,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,91616880,CEPALStat: 733,"CEPALStat: 6495,6432"
2009,82683295,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,79441530,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,76915797,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,74476970,CEPALStat: 733,"CEPALStat: 6432,6495"
