key,value
name,"Belize - Annual Gross Domestic Product (GDP) by activity: Transport, storage and communications [CEPALStat]"
dataset,CEPALStat national accounts [2216]
description,"Annual national account statistics for Belize: Transport, storage and communications"
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/tsc/gdp-sec-tsc_blz_cepalstat.csv
filehash,7231844dab3cb6c80248a28508b67b6de2357908
category,Economy
type,GDP
columns,"year,value,source,notes"
