year,value,source,notes
1990,486313416,Economic Commission for Latin America and the Caribbean,
1991,506279639,Economic Commission for Latin America and the Caribbean,
1992,533756386,Economic Commission for Latin America and the Caribbean,
1993,583427442,Economic Commission for Latin America and the Caribbean,
1994,612856653,Economic Commission for Latin America and the Caribbean,
1995,672663316,Economic Commission for Latin America and the Caribbean,
1996,735879501,Economic Commission for Latin America and the Caribbean,
1997,782066170,Economic Commission for Latin America and the Caribbean,
1998,832160113,Economic Commission for Latin America and the Caribbean,
1999,888605725,Economic Commission for Latin America and the Caribbean,
2000,946138497,Economic Commission for Latin America and the Caribbean,
2001,991693289,Economic Commission for Latin America and the Caribbean,
2002,1053044533,Economic Commission for Latin America and the Caribbean,
2003,1097914795,Economic Commission for Latin America and the Caribbean,
2004,1110193634,Economic Commission for Latin America and the Caribbean,
2005,1126450088,Economic Commission for Latin America and the Caribbean,
2006,1174194771,Economic Commission for Latin America and the Caribbean,
2007,1198667281,Economic Commission for Latin America and the Caribbean,
2008,1162048519,Economic Commission for Latin America and the Caribbean,
2009,1121112575,Economic Commission for Latin America and the Caribbean,
2010,1091145432,Economic Commission for Latin America and the Caribbean,
2011,1070570708,Economic Commission for Latin America and the Caribbean,
2012,1069988059,Economic Commission for Latin America and the Caribbean,
