year,value,source,note
1990,765645898,Economic Commission for Latin America and the Caribbean,
1991,813581376,Economic Commission for Latin America and the Caribbean,
1992,864822553,Economic Commission for Latin America and the Caribbean,
1993,946533088,Economic Commission for Latin America and the Caribbean,
1994,1023713526,Economic Commission for Latin America and the Caribbean,
1995,1062414227,Economic Commission for Latin America and the Caribbean,
1996,1146392118,Economic Commission for Latin America and the Caribbean,
1997,1185249968,Economic Commission for Latin America and the Caribbean,
1998,1173461155,Economic Commission for Latin America and the Caribbean,
1999,1186245946,Economic Commission for Latin America and the Caribbean,
2000,1190900623,Economic Commission for Latin America and the Caribbean,
2001,1246582026,Economic Commission for Latin America and the Caribbean,
2002,1214489975,Economic Commission for Latin America and the Caribbean,
2003,1201896291,Economic Commission for Latin America and the Caribbean,
2004,1215078442,Economic Commission for Latin America and the Caribbean,
2005,1204463967,Economic Commission for Latin America and the Caribbean,
2006,1254788965,Economic Commission for Latin America and the Caribbean,
2007,1339255264,Economic Commission for Latin America and the Caribbean,
2008,1368923652,Economic Commission for Latin America and the Caribbean,
2009,1412627655,Economic Commission for Latin America and the Caribbean,
2010,1480127583,Economic Commission for Latin America and the Caribbean,
2011,1560377304,Economic Commission for Latin America and the Caribbean,
2012,1638372183,Economic Commission for Latin America and the Caribbean,
