year,value,source,notes
1990,6773433841,Economic Commission for Latin America and the Caribbean,
1991,6929510364,Economic Commission for Latin America and the Caribbean,
1992,6787362818,Economic Commission for Latin America and the Caribbean,
1993,6658150393,Economic Commission for Latin America and the Caribbean,
1994,6957543307,Economic Commission for Latin America and the Caribbean,
1995,7179490031,Economic Commission for Latin America and the Caribbean,
1996,7666705043,Economic Commission for Latin America and the Caribbean,
1997,8148906286,Economic Commission for Latin America and the Caribbean,
1998,8746288099,Economic Commission for Latin America and the Caribbean,
1999,9629598384,Economic Commission for Latin America and the Caribbean,
2000,10334307459,Economic Commission for Latin America and the Caribbean,
2001,10759637673,Economic Commission for Latin America and the Caribbean,
2002,11649595007,Economic Commission for Latin America and the Caribbean,
2003,13598498037,Economic Commission for Latin America and the Caribbean,
2004,14574676705,Economic Commission for Latin America and the Caribbean,
2005,15429109334,Economic Commission for Latin America and the Caribbean,
2006,17700088092,Economic Commission for Latin America and the Caribbean,
2007,18362546651,Economic Commission for Latin America and the Caribbean,
2008,18999388205,Economic Commission for Latin America and the Caribbean,
2009,18308841733,Economic Commission for Latin America and the Caribbean,
2010,18345711623,Economic Commission for Latin America and the Caribbean,
2011,18100637678,Economic Commission for Latin America and the Caribbean,
2012,18144235769,Economic Commission for Latin America and the Caribbean,
