year,value,source,note
1990,2904401491,Economic Commission for Latin America and the Caribbean,
1991,2803212951,Economic Commission for Latin America and the Caribbean,
1992,2627752432,Economic Commission for Latin America and the Caribbean,
1993,2659724424,Economic Commission for Latin America and the Caribbean,
1994,2748616676,Economic Commission for Latin America and the Caribbean,
1995,2807047797,Economic Commission for Latin America and the Caribbean,
1996,2899586774,Economic Commission for Latin America and the Caribbean,
1997,3029180404,Economic Commission for Latin America and the Caribbean,
1998,3120719089,Economic Commission for Latin America and the Caribbean,
1999,3126923721,Economic Commission for Latin America and the Caribbean,
2000,3186032315,Economic Commission for Latin America and the Caribbean,
2001,3108256937,Economic Commission for Latin America and the Caribbean,
2002,3131186141,Economic Commission for Latin America and the Caribbean,
2003,3164647544,Economic Commission for Latin America and the Caribbean,
2004,3236958203,Economic Commission for Latin America and the Caribbean,
2005,3367250000,Economic Commission for Latin America and the Caribbean,
2006,3555438732,Economic Commission for Latin America and the Caribbean,
2007,3634356929,Economic Commission for Latin America and the Caribbean,
2008,3664270342,Economic Commission for Latin America and the Caribbean,
2009,3556045651,Economic Commission for Latin America and the Caribbean,
2010,3589247519,Economic Commission for Latin America and the Caribbean,
2011,3620029874,Economic Commission for Latin America and the Caribbean,
2012,3650542329,Economic Commission for Latin America and the Caribbean,
