year,value,source,note
1990,477048889,Economic Commission for Latin America and the Caribbean,
1991,489956555,Economic Commission for Latin America and the Caribbean,
1992,528437880,Economic Commission for Latin America and the Caribbean,
1993,562820603,Economic Commission for Latin America and the Caribbean,
1994,567069448,Economic Commission for Latin America and the Caribbean,
1995,567812606,Economic Commission for Latin America and the Caribbean,
1996,577478442,Economic Commission for Latin America and the Caribbean,
1997,596474205,Economic Commission for Latin America and the Caribbean,
1998,616453159,Economic Commission for Latin America and the Caribbean,
1999,666346042,Economic Commission for Latin America and the Caribbean,
2000,752393146,Economic Commission for Latin America and the Caribbean,
2001,782358941,Economic Commission for Latin America and the Caribbean,
2002,819704453,Economic Commission for Latin America and the Caribbean,
2003,886823227,Economic Commission for Latin America and the Caribbean,
2004,929449829,Economic Commission for Latin America and the Caribbean,
2005,963650000,Economic Commission for Latin America and the Caribbean,
2006,1006338951,Economic Commission for Latin America and the Caribbean,
2007,1017432597,Economic Commission for Latin America and the Caribbean,
2008,1053565426,Economic Commission for Latin America and the Caribbean,
2009,1088950445,Economic Commission for Latin America and the Caribbean,
2010,1113249833,Economic Commission for Latin America and the Caribbean,
2011,1123176829,Economic Commission for Latin America and the Caribbean,
2012,1159200401,Economic Commission for Latin America and the Caribbean,
