year,value,source,notes
1990,314112653,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,323360157,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,324864607,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,322212069,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,330832177,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,341232791,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,350147644,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,364152941,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,393263120,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,422841131,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,481677987,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,476377796,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,492359721,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,534484985,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,535394583,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,600211839,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,575406364,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,611956426,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,623101195,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,588621579,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,576748584,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,577903283,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,571183135,CEPALStat: 733,"CEPALStat: 6432,6495"
