key,value
name,Dominica - Total value added [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Total value added [2216]
description,Sectoral GDP: Total value added
category,Economic
type,GDP
file,gdp-sec--tva_dma_cepalstat.csv
filehash,85914414b0a27ec774260d14864ef244387b5c17
columns,"year,value,source,notes"
