year,value,source,notes
1990,6032899,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,6570485,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,7006526,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,7448540,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,7221560,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,7980152,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,7872635,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,8225052,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,7878608,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,8595389,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,9138947,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,8713098,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,8372524,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,11055805,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,12556660,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,13554021,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,16944031,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,16901153,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,15972189,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,13100100,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,11241504,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,11630770,CEPALStat: 733,"CEPALStat: 6495,6432"
2012,11272743,CEPALStat: 733,"CEPALStat: 6432,6495"
