key,value
name,Bahamas - Hotels and restaurants [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Hotels and restaurants [2216]
description,Sectoral GDP: Hotels and restaurants
category,Economic
type,GDP
file,gdp-sec--hr_bhs_cepalstat.csv
filehash,e1a16794aa4f6894d0886bc6cfe9de6924660e31
columns,"year,value,source,notes"
