year,value,source,notes
2000,19683715,Economic Commission for Latin America and the Caribbean,
2001,20508236,Economic Commission for Latin America and the Caribbean,
2002,19791152,Economic Commission for Latin America and the Caribbean,
2003,25822493,Economic Commission for Latin America and the Caribbean,
2004,33382442,Economic Commission for Latin America and the Caribbean,
2005,39779021,Economic Commission for Latin America and the Caribbean,
2006,39389741,Economic Commission for Latin America and the Caribbean,
2007,34879739,Economic Commission for Latin America and the Caribbean,
2008,36158231,Economic Commission for Latin America and the Caribbean,
2009,26478767,Economic Commission for Latin America and the Caribbean,
2010,27903393,Economic Commission for Latin America and the Caribbean,
2011,28828167,Economic Commission for Latin America and the Caribbean,
2012,29529124,Economic Commission for Latin America and the Caribbean,
