key,value
name,Jamaica - Annual Gross Domestic Product (GDP) by activity: Hotels and restaurants [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Jamaica: Hotels and restaurants
file,gdp-sec-hr_jam_cepalstat.csv
filehash,512b3782c66f1abf14da291d6e6875ecc89c7e51
category,Economy
type,GDP
columns,"year,value,source,notes"
