key,value
name,Belize - Hotels and restaurants [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Hotels and restaurants [2216]
description,Sectoral GDP: Hotels and restaurants
category,Economic
type,GDP
file,gdp-sec--hr_blz_cepalstat.csv
filehash,ff317f3dfe74e3adea8da24fb9d7f3e9bc9dadec
columns,"year,value,source,notes"
