key,value
name,Grenada - Annual Gross Domestic Product (GDP) by activity: Hotels and restaurants [CEPALStat]
dataset,CEPALStat national accounts [2216]
description,Annual national account statistics for Grenada: Hotels and restaurants
file,C:/statmart/data/facts/gen2/cepalstat/gdp-sec/hr/gdp-sec-hr_grd_cepalstat.csv
filehash,e839d9160259a76d2cc1348cd539f2ea136cbf35
category,Economy
type,GDP
columns,"year,value,source,notes"
