year,value,source,notes
1992,23319807,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,24670828,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,24964528,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,24435868,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,24318388,CEPALStat: 733,"CEPALStat: 6495,6432"
1997,23730987,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,27725312,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,31073496,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,34362939,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,39003405,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,39943246,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,45758513,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,49576617,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,51750000,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,51397559,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,53688422,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,51221339,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,45875993,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,47585111,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,48391414,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,53722472,CEPALStat: 733,"CEPALStat: 6432,6495"
