year,value,source,notes
1990,6032899,Economic Commission for Latin America and the Caribbean,
1991,6570485,Economic Commission for Latin America and the Caribbean,
1992,7006526,Economic Commission for Latin America and the Caribbean,
1993,7448540,Economic Commission for Latin America and the Caribbean,
1994,7221560,Economic Commission for Latin America and the Caribbean,
1995,7980152,Economic Commission for Latin America and the Caribbean,
1996,7872635,Economic Commission for Latin America and the Caribbean,
1997,8225052,Economic Commission for Latin America and the Caribbean,
1998,7878608,Economic Commission for Latin America and the Caribbean,
1999,8595389,Economic Commission for Latin America and the Caribbean,
2000,9138947,Economic Commission for Latin America and the Caribbean,
2001,8713098,Economic Commission for Latin America and the Caribbean,
2002,8372524,Economic Commission for Latin America and the Caribbean,
2003,11055805,Economic Commission for Latin America and the Caribbean,
2004,12556660,Economic Commission for Latin America and the Caribbean,
2005,13554021,Economic Commission for Latin America and the Caribbean,
2006,16944031,Economic Commission for Latin America and the Caribbean,
2007,16901153,Economic Commission for Latin America and the Caribbean,
2008,15972189,Economic Commission for Latin America and the Caribbean,
2009,13100100,Economic Commission for Latin America and the Caribbean,
2010,11241504,Economic Commission for Latin America and the Caribbean,
2011,11630770,Economic Commission for Latin America and the Caribbean,
2012,11272743,Economic Commission for Latin America and the Caribbean,
