year,value,source,note
1990,93741905,Economic Commission for Latin America and the Caribbean,
1991,93632928,Economic Commission for Latin America and the Caribbean,
1992,99365112,Economic Commission for Latin America and the Caribbean,
1993,116045838,Economic Commission for Latin America and the Caribbean,
1994,132094499,Economic Commission for Latin America and the Caribbean,
1995,104210950,Economic Commission for Latin America and the Caribbean,
1996,110030315,Economic Commission for Latin America and the Caribbean,
1997,116314648,Economic Commission for Latin America and the Caribbean,
1998,113713733,Economic Commission for Latin America and the Caribbean,
1999,116779616,Economic Commission for Latin America and the Caribbean,
2000,115689847,Economic Commission for Latin America and the Caribbean,
2001,109256164,Economic Commission for Latin America and the Caribbean,
2002,111640561,Economic Commission for Latin America and the Caribbean,
2003,122201716,Economic Commission for Latin America and the Caribbean,
2004,125312011,Economic Commission for Latin America and the Caribbean,
2005,125451092,Economic Commission for Latin America and the Caribbean,
2006,127449774,Economic Commission for Latin America and the Caribbean,
2007,134210026,Economic Commission for Latin America and the Caribbean,
2008,137323172,Economic Commission for Latin America and the Caribbean,
2009,126260226,Economic Commission for Latin America and the Caribbean,
2010,124830356,Economic Commission for Latin America and the Caribbean,
2011,130284781,Economic Commission for Latin America and the Caribbean,
2012,133176178,Economic Commission for Latin America and the Caribbean,
