key,value
name,Jamaica - Hotels and restaurants [CEPALStat]
originalsource,Economic Commission for Latin America and the Caribbean
proximatesource,CEPALStat
dataset,Hotels and restaurants [2216]
description,Sectoral GDP: Hotels and restaurants
category,Economic
type,GDP
file,gdp-sec--hr_jam_cepalstat.csv
filehash,1f50cb21139f41eb0acee8956dc18dfc4236d9ed
columns,"year,value,source,notes"
