year,value,source,notes
1990,13671418,Economic Commission for Latin America and the Caribbean,
1991,14929978,Economic Commission for Latin America and the Caribbean,
1992,17511260,Economic Commission for Latin America and the Caribbean,
1993,17906102,Economic Commission for Latin America and the Caribbean,
1994,22471468,Economic Commission for Latin America and the Caribbean,
1995,21291876,Economic Commission for Latin America and the Caribbean,
1996,22135852,Economic Commission for Latin America and the Caribbean,
1997,22066754,Economic Commission for Latin America and the Caribbean,
1998,22520823,Economic Commission for Latin America and the Caribbean,
1999,25037943,Economic Commission for Latin America and the Caribbean,
2000,25753595,Economic Commission for Latin America and the Caribbean,
2001,24184404,Economic Commission for Latin America and the Caribbean,
2002,25528421,Economic Commission for Latin America and the Caribbean,
2003,28322847,Economic Commission for Latin America and the Caribbean,
2004,23767938,Economic Commission for Latin America and the Caribbean,
2005,14854347,Economic Commission for Latin America and the Caribbean,
2006,25214265,Economic Commission for Latin America and the Caribbean,
2007,25820768,Economic Commission for Latin America and the Caribbean,
2008,26587458,Economic Commission for Latin America and the Caribbean,
2009,23331524,Economic Commission for Latin America and the Caribbean,
2010,20154344,Economic Commission for Latin America and the Caribbean,
2011,22962175,Economic Commission for Latin America and the Caribbean,
2012,24314105,Economic Commission for Latin America and the Caribbean,
