year,value,source,notes
1990,2442052,Economic Commission for Latin America and the Caribbean,
1991,2488673,Economic Commission for Latin America and the Caribbean,
1992,2588444,Economic Commission for Latin America and the Caribbean,
1993,2655580,Economic Commission for Latin America and the Caribbean,
1994,2819689,Economic Commission for Latin America and the Caribbean,
1995,3131122,Economic Commission for Latin America and the Caribbean,
1996,3298961,Economic Commission for Latin America and the Caribbean,
1997,3643963,Economic Commission for Latin America and the Caribbean,
1998,3878004,Economic Commission for Latin America and the Caribbean,
1999,4311587,Economic Commission for Latin America and the Caribbean,
2000,4616494,Economic Commission for Latin America and the Caribbean,
2001,4952073,Economic Commission for Latin America and the Caribbean,
2002,4952073,Economic Commission for Latin America and the Caribbean,
2003,5218140,Economic Commission for Latin America and the Caribbean,
2004,5248154,Economic Commission for Latin America and the Caribbean,
2005,5231621,Economic Commission for Latin America and the Caribbean,
2006,5592193,Economic Commission for Latin America and the Caribbean,
2007,5941633,Economic Commission for Latin America and the Caribbean,
2008,6583293,Economic Commission for Latin America and the Caribbean,
2009,6442618,Economic Commission for Latin America and the Caribbean,
2010,6470601,Economic Commission for Latin America and the Caribbean,
2011,6236239,Economic Commission for Latin America and the Caribbean,
2012,6607080,Economic Commission for Latin America and the Caribbean,
