year,value,source,note
1990,10973218,Economic Commission for Latin America and the Caribbean,
1991,10781285,Economic Commission for Latin America and the Caribbean,
1992,11694032,Economic Commission for Latin America and the Caribbean,
1993,12159929,Economic Commission for Latin America and the Caribbean,
1994,12486058,Economic Commission for Latin America and the Caribbean,
1995,12812186,Economic Commission for Latin America and the Caribbean,
1996,13184904,Economic Commission for Latin America and the Caribbean,
1997,14070110,Economic Commission for Latin America and the Caribbean,
1998,15747342,Economic Commission for Latin America and the Caribbean,
1999,16865496,Economic Commission for Latin America and the Caribbean,
2000,16399598,Economic Commission for Latin America and the Caribbean,
2001,24273269,Economic Commission for Latin America and the Caribbean,
2002,34196890,Economic Commission for Latin America and the Caribbean,
2003,45331845,Economic Commission for Latin America and the Caribbean,
2004,47195436,Economic Commission for Latin America and the Caribbean,
2005,46450000,Economic Commission for Latin America and the Caribbean,
2006,50922617,Economic Commission for Latin America and the Caribbean,
2007,60100802,Economic Commission for Latin America and the Caribbean,
2008,58982647,Economic Commission for Latin America and the Caribbean,
2009,70350551,Economic Commission for Latin America and the Caribbean,
2010,77618243,Economic Commission for Latin America and the Caribbean,
2011,70831390,Economic Commission for Latin America and the Caribbean,
2012,66510728,Economic Commission for Latin America and the Caribbean,
