year,value,source,notes
1990,5781767,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,6360057,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,5963548,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,6800876,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,7095133,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,8225583,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,8997016,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,11682828,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,13682417,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,14375457,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,14536787,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,15149650,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,16101236,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,16703557,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,16535195,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,17372821,CEPALStat: 733,"CEPALStat: 6495,6432"
2006,19667463,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,24899619,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,22332979,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,24124326,CEPALStat: 733,"CEPALStat: 6495,6432"
2010,23931737,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,23867395,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,21450986,CEPALStat: 733,"CEPALStat: 6432,6495"
