year,value,source,notes
1990,3664603,CEPALStat: 733,"CEPALStat: 6432,6495"
1991,3866467,CEPALStat: 733,"CEPALStat: 6432,6495"
1992,4047627,CEPALStat: 733,"CEPALStat: 6432,6495"
1993,4109739,CEPALStat: 733,"CEPALStat: 6432,6495"
1994,4364656,CEPALStat: 733,"CEPALStat: 6432,6495"
1995,4663570,CEPALStat: 733,"CEPALStat: 6432,6495"
1996,4896490,CEPALStat: 733,"CEPALStat: 6432,6495"
1997,5141056,CEPALStat: 733,"CEPALStat: 6432,6495"
1998,6164608,CEPALStat: 733,"CEPALStat: 6432,6495"
1999,6875013,CEPALStat: 733,"CEPALStat: 6432,6495"
2000,7573773,CEPALStat: 733,"CEPALStat: 6432,6495"
2001,7995487,CEPALStat: 733,"CEPALStat: 6432,6495"
2002,8155559,CEPALStat: 733,"CEPALStat: 6432,6495"
2003,6987161,CEPALStat: 733,"CEPALStat: 6432,6495"
2004,7776820,CEPALStat: 733,"CEPALStat: 6432,6495"
2005,7510855,CEPALStat: 733,"CEPALStat: 6432,6495"
2006,8315536,CEPALStat: 733,"CEPALStat: 6432,6495"
2007,9497613,CEPALStat: 733,"CEPALStat: 6432,6495"
2008,9839791,CEPALStat: 733,"CEPALStat: 6432,6495"
2009,9384392,CEPALStat: 733,"CEPALStat: 6432,6495"
2010,10037959,CEPALStat: 733,"CEPALStat: 6432,6495"
2011,9545749,CEPALStat: 733,"CEPALStat: 6432,6495"
2012,9492781,CEPALStat: 733,"CEPALStat: 6432,6495"
