year,value,source,notes
1990,3664603,Economic Commission for Latin America and the Caribbean,
1991,3866467,Economic Commission for Latin America and the Caribbean,
1992,4047627,Economic Commission for Latin America and the Caribbean,
1993,4109739,Economic Commission for Latin America and the Caribbean,
1994,4364656,Economic Commission for Latin America and the Caribbean,
1995,4663570,Economic Commission for Latin America and the Caribbean,
1996,4896490,Economic Commission for Latin America and the Caribbean,
1997,5141056,Economic Commission for Latin America and the Caribbean,
1998,6164608,Economic Commission for Latin America and the Caribbean,
1999,6875013,Economic Commission for Latin America and the Caribbean,
2000,7573773,Economic Commission for Latin America and the Caribbean,
2001,7995487,Economic Commission for Latin America and the Caribbean,
2002,8155559,Economic Commission for Latin America and the Caribbean,
2003,6987161,Economic Commission for Latin America and the Caribbean,
2004,7776820,Economic Commission for Latin America and the Caribbean,
2005,7510855,Economic Commission for Latin America and the Caribbean,
2006,8315536,Economic Commission for Latin America and the Caribbean,
2007,9497613,Economic Commission for Latin America and the Caribbean,
2008,9839791,Economic Commission for Latin America and the Caribbean,
2009,9384392,Economic Commission for Latin America and the Caribbean,
2010,10037959,Economic Commission for Latin America and the Caribbean,
2011,9545749,Economic Commission for Latin America and the Caribbean,
2012,9492781,Economic Commission for Latin America and the Caribbean,
