key,value
name,Aruba - Population estimates (1950-2010) [UN DESA]
dataset,UN DESA world population estimates
description,"Population estimates for Aruba from the 2012 Revision of the World Population Prospects, produced by the Population Division of the United Nations Department of Economic and Social Affairs"
file,pop_abw_desa.csv
filehash,6da34c555494bc4a671024d374c6f1b911fc8382
category,Demographics
type,Population
columns,"year,estimated-population"
